Ministério da Saúde MS
Secretaria de Atenção Primária à Saúde SAPS
Sistema de Informação para a Atenção Primária à Saúde – SIAPS
Dado gerado em: 10 de outubro de 2025 - 14:43h
Relatório Qualidade - Visão por Competência

Dados Sócio Demográficos:
UF: MS
Município: 500270 / CAMPO GRANDE

Filtro:
Indicador: Desenvolvimento Infantil
Competência selecionada: AGO/25
Tipo de Equipe: eAP, eSF

CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;TER A 1ª CONSULTA PRESENCIAL REALIZADA POR MÉDICA(O) OU ENFERMEIRA(O), ATÉ O 30º DIA DE VIDA;TER PELO MENOS 09 (NOVE) CONSULTAS PRESENCIAIS OU REMOTAS REALIZADAS POR MÉDICA (O) OU ENFERMEIRA(O) ATÉ DOIS ANOS DE VIDA;TER PELO MENOS 09 (NOVE) REGISTROS SIMULTÂNEOS DE PESO E ALTURA ATÉ OS DOIS ANOS DE VIDA;TER PELO MENOS 02 (DUAS) VISITAS DOMICILIARES REALIZADAS POR ACS/TACS, SENDO A PRIMEIRA ATÉ OS PRIMEIROS 30 (TRINTA) DIAS DE VIDA E A SEGUNDA ATÉ OS 06 (SEIS) MESES DE VIDA;TER VACINAS CONTRA DIFTERIA, TÉTANO, COQUELUCHE, HEPATITE B, INFECÇÕES CAUSADAS POR HAEMOPHILUS INFLUENZAE TIPO B, POLIOMIELITE, SARAMPO, CAXUMBA E RUBÉOLA, PNEUMOCÓCICA, REGISTRADAS COM TODAS AS DOSES RECOMENDADAS;SOMATÓRIO DAS BOAS PRÁTICAS PONTUADAS PARA CADA CRIANÇA COM ATÉ 02 (DOIS) ANOS DE VIDA DURANTE O ACOMPANHAMENTO DO DESENVOLVIMENTO INFANTIL.;Nº TOTAL DE CRIANÇAS COM ATÉ 02 (DOIS) ANOS DE VIDA VINCULADAS À EQUIPE NO PERÍODO;RAZÃO ENTRE O NUMERADOR E DENOMINADOR
"0010189";"SESAU USF LAR DO TRABALHADOR DR NICOLAU FRAGELLI";"CENTRO DE SAUDE/UNIDADE BASICA";"0002343339";"EQUIPE VERMELHA EAP 01";"eAP";"1";"0";"0";"6";"7";"460";"15";"30,70"
"0010170";"SESAU USF VILA POPULAR DR VESPASIANO BARBOSA MARTINS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439088";"EQUIPE FENIX";"eSF";"13";"10";"8";"38";"31";"2000";"77";"26,00"
"3080021";"SESAU USF JARDIM TARUMA DR EMILIO GARBELOTI NETO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440191";"EQUIPE AZUL";"eSF";"2";"7";"1";"19";"16";"900";"36";"25,00"
"0010197";"SESAU USF SERRADINHO DR SUMIE IKEDA RODRIGUES";"CENTRO DE SAUDE/UNIDADE BASICA";"0001717340";"EQUIPE ARARA AZUL";"eSF";"10";"17";"8";"27";"25";"1740";"52";"33,50"
"0010316";"SESAU USF CIDADE MORENA DR VICENTE FRAGELLI";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439401";"EQUIPE ROSA";"eSF";"9";"6";"3";"18";"27";"1260";"56";"22,50"
"9443525";"SESAU USF OLIVEIRA II BENEDITO MARTINS GONCALVES";"CENTRO DE SAUDE/UNIDADE BASICA";"0001667947";"EQUIPE ANTONIO JOAO ESCOBAR";"eSF";"6";"11";"5";"22";"22";"1320";"42";"31,40"
"0010308";"SESAU USF JOCKEY CLUB DR JORGE DAVID NASSER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439762";"EQUIPE IPE AMARELO";"eSF";"5";"2";"2";"17";"17";"860";"45";"19,10"
"0010413";"SESAU USF JARDIM MACAUBAS DR SONI LYDIA SOUZA WOLF";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439525";"EQUIPE CACTO";"eSF";"5";"4";"4";"14";"20";"940";"53";"17,70"
"2874474";"SESAU USF SANTA EMILIA JEFERSON RODRIGUES DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0002252198";"EQUIPE JOAO DE BARRO";"eSF";"12";"41";"9";"43";"46";"3020";"87";"34,70"
"0028789";"SESAU USF MORENINHA III DR JUDSON TADEU RIBAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439886";"EQUIPE POETA";"eSF";"12";"21";"18";"45";"25";"2420";"72";"33,60"
"0010332";"SESAU USF SAO FRANCISCO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644963";"EQUIPE GOLD";"eSF";"3";"2";"2";"8";"11";"520";"21";"24,80"
"0010138";"SESAU USF SILVIA REGINA DRA ELEONORA M QUEVEDO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000438979";"EQUIPE LUA";"eSF";"7";"7";"5";"16";"18";"1060";"39";"27,20"
"0024465";"SESAU USF DONA NETA GUANANDI ENG ARTHUR HOKAMA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439827";"EQUIPE AGUIA";"eSF";"10";"5";"4";"21";"27";"1340";"55";"24,40"
"0024430";"SESAU USF UNIVERSITARIO DR GERMANO BARROS DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439703";"EQUIPE YPE";"eSF";"4";"11";"2";"30";"34";"1620";"71";"22,80"
"0028851";"SESAU USF COOPHAVILA II ALFREDO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440019";"EQUIPE DOURADA";"eSF";"4";"9";"6";"7";"13";"780";"30";"26,00"
"3285294";"SESAU USF JARDIM LOS ANGELES SEBASTIAO LUIZ NOGUEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440256";"EQUIPE AZUL";"eSF";"12";"10";"3";"29";"33";"1740";"63";"27,60"
"0010197";"SESAU USF SERRADINHO DR SUMIE IKEDA RODRIGUES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439150";"EQUIPE MORENA";"eSF";"8";"14";"10";"16";"24";"1440";"48";"30,00"
"3051374";"SESAU USF JARDIM AZALEIA DRA ALDA GUEDES GARCIA OLIVEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440140";"EQUIPE 129";"eSF";"8";"9";"12";"28";"24";"1620";"57";"28,40"
"3499642";"SESAU USF JARDIM PRESIDENTE DR NASRI SIUFI";"CENTRO DE SAUDE/UNIDADE BASICA";"0002282070";"EQUIPE ALFA";"eSF";"13";"34";"26";"35";"35";"2860";"73";"39,20"
"0010413";"SESAU USF JARDIM MACAUBAS DR SONI LYDIA SOUZA WOLF";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644718";"EQUIPE VIOLETA";"eSF";"10";"14";"7";"26";"33";"1800";"63";"28,60"
"0010251";"SESAU USF CAICARA DR ALBERTO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439274";"EQUIPE DIAMANTE";"eSF";"1";"1";"0";"17";"22";"820";"37";"22,20"
"0010154";"SESAU USF CARLOTA DR ASTROGILDO CARMONA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439037";"EQUIPE CACTOS";"eSF";"4";"4";"4";"8";"9";"580";"32";"18,10"
"0010308";"SESAU USF JOCKEY CLUB DR JORGE DAVID NASSER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439398";"EQUIPE TUCUNARE";"eSF";"10";"10";"6";"32";"41";"1980";"89";"22,20"
"0010138";"SESAU USF SILVIA REGINA DRA ELEONORA M QUEVEDO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000438987";"EQUIPE SOL";"eSF";"4";"3";"1";"5";"10";"460";"21";"21,90"
"7568835";"SESAU USF VILA FERNANDA MARIA IVONE DE O NASCIMENTO ARAKAKI";"CENTRO DE SAUDE/UNIDADE BASICA";"0001550799";"EQUIPE ROXA";"eSF";"13";"9";"6";"27";"29";"1680";"63";"26,70"
"0024430";"SESAU USF UNIVERSITARIO DR GERMANO BARROS DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439711";"EQUIPE AGUIA";"eSF";"6";"5";"1";"28";"40";"1600";"72";"22,20"
"0024465";"SESAU USF DONA NETA GUANANDI ENG ARTHUR HOKAMA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001558056";"EQUIPE FENIX";"eSF";"3";"1";"1";"12";"13";"600";"33";"18,20"
"0024465";"SESAU USF DONA NETA GUANANDI ENG ARTHUR HOKAMA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439819";"EQUIPE GAVIAO";"eSF";"8";"3";"2";"34";"31";"1560";"60";"26,00"
"0010308";"SESAU USF JOCKEY CLUB DR JORGE DAVID NASSER";"CENTRO DE SAUDE/UNIDADE BASICA";"0001707930";"EQUIPE CASTOLDI";"eSF";"13";"6";"8";"16";"34";"1540";"66";"23,30"
"5506158";"SESAU CF DR MAURO R BARROS WANDERLEY IRACY COELHO NETTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001482793";"EQUIPE IPE AMARELO";"eSF";"13";"17";"12";"33";"25";"2000";"66";"30,30"
"0028851";"SESAU USF COOPHAVILA II ALFREDO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440000";"EQUIPE PRAIA";"eSF";"4";"10";"6";"8";"15";"860";"28";"30,70"
"5672341";"SESAU USF ESTRELA DALVA DR JOAO MIGUEL BASMAGE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440485";"EQUIPE VERMELHA";"eSF";"10";"9";"4";"25";"26";"1480";"70";"21,10"
"3051358";"SESAU USF MARIO COVAS DR WAGNER JORGE BORTOTTO GARCIA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440124";"EQUIPE ROXA";"eSF";"1";"6";"2";"13";"13";"700";"38";"18,40"
"9898271";"SESAU USF DOM ANTONIO BARBOSA DR EVANDRO M DE ARRUDA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001717766";"EQUIPE VIOLETA";"eSF";"2";"9";"2";"18";"25";"1120";"48";"23,30"
"5672341";"SESAU USF ESTRELA DALVA DR JOAO MIGUEL BASMAGE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440493";"EQUIPE AZUL";"eSF";"10";"6";"5";"33";"34";"1760";"80";"22,00"
"0028835";"SESAU USF PARQUE DO SOL DR BENJAMIM ASATO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439940";"EQUIPE ARARA AZUL";"eSF";"6";"10";"1";"27";"22";"1320";"53";"24,90"
"0010251";"SESAU USF CAICARA DR ALBERTO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439266";"EQUIPE OURO";"eSF";"2";"4";"1";"12";"16";"700";"27";"25,90"
"7108052";"SESAU USF JARDIM ANTARTICA DR NELSON ASSEF BUAINAIN";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440809";"EQUIPE VERMELHA";"eSF";"4";"9";"8";"16";"23";"1200";"38";"31,60"
"0010154";"SESAU USF CARLOTA DR ASTROGILDO CARMONA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439029";"EQUIPE YPE AMARELO";"eSF";"7";"13";"9";"26";"31";"1720";"68";"25,30"
"0024457";"SESAU USF TIRADENTES DR ANTONIO PEREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001707922";"EQUIPE TRES BARRAS";"eSF";"1";"3";"0";"5";"12";"420";"27";"15,60"
"0021792";"SESAU USF ANHANDUI DR BENTO DE ASSIS MACHADO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439606";"EQUIPE FENIX";"eSF";"10";"14";"6";"37";"31";"1960";"65";"30,20"
"0010170";"SESAU USF VILA POPULAR DR VESPASIANO BARBOSA MARTINS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001558021";"EQUIPE PEGASO";"eSF";"8";"9";"7";"30";"30";"1680";"67";"25,10"
"0028835";"SESAU USF PARQUE DO SOL DR BENJAMIM ASATO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439967";"EQUIPE LAJEADO";"eSF";"4";"12";"4";"25";"19";"1280";"48";"26,70"
"3051374";"SESAU USF JARDIM AZALEIA DRA ALDA GUEDES GARCIA OLIVEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440159";"EQUIPE 130";"eSF";"7";"13";"12";"30";"23";"1700";"45";"37,80"
"3598209";"SESAU USF AERO ITALIA HERBERTO CALADO REBELO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440396";"EQUIPE ARARA AZUL";"eSF";"4";"9";"10";"14";"20";"1140";"41";"27,80"
"0010278";"SESAU USF MARIA APARECIDA PEDROSSIAN";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439290";"EQUIPE SAO JOSE";"eSF";"2";"1";"1";"10";"9";"460";"19";"24,20"
"2752530";"SESAU CF DRA MARCIA DE SA EARP NOVA LIMA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440035";"EQUIPE AR";"eSF";"9";"9";"4";"38";"27";"1740";"67";"26,00"
"3005690";"SESAU USF JARDIM NOROESTE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440043";"EQUIPE ARARA AZUL";"eSF";"25";"28";"5";"32";"37";"2540";"100";"25,40"
"0010146";"SESAU USF MATA DO JACINTO DR ADEMAR GUEDES DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644939";"EQUIPE VERDE";"eSF";"4";"3";"2";"8";"14";"620";"20";"31,00"
"0010200";"SESAU USF JARDIM BONANCA DR HIROSE ADANIA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439177";"EQUIPE LEOPARDO";"eSF";"4";"3";"2";"16";"15";"800";"31";"25,80"
"3285294";"SESAU USF JARDIM LOS ANGELES SEBASTIAO LUIZ NOGUEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440280";"EQUIPE VERMELHA";"eSF";"11";"8";"4";"24";"37";"1680";"78";"21,50"
"0010162";"SESAU USF BURITI DR IVAN HIDELBRAND DA COSTA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439053";"EQUIPE CEREJEIRA";"eSF";"4";"8";"5";"15";"24";"1120";"50";"22,40"
"0024481";"SESAU USF NOVA BAHIA CONSELHEIRO DE SAUDE EDNEY A DE CAMPOS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439851";"EQUIPE AMARELA";"eSF";"2";"2";"2";"17";"12";"700";"38";"18,40"
"0024341";"SESAU USF JARDIM ITAMARACA EDSON QUINTINO MENDES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439614";"EQUIPE FLORA DO CERRADO";"eSF";"2";"4";"1";"15";"19";"820";"35";"23,40"
"0028835";"SESAU USF PARQUE DO SOL DR BENJAMIM ASATO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439975";"EQUIPE FENIX";"eSF";"9";"13";"3";"34";"29";"1760";"59";"29,80"
"0028835";"SESAU USF PARQUE DO SOL DR BENJAMIM ASATO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439959";"EQUIPE AGUIA";"eSF";"6";"10";"2";"18";"26";"1240";"37";"33,50"
"0024473";"SESAU USF CORONEL ANTONINO DR ARTHUR VASCONCELOS DIAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439835";"EQUIPE PANTANAL";"eSF";"1";"1";"2";"3";"8";"300";"17";"17,60"
"9439919";"SESAU USF VILA COX";"CENTRO DE SAUDE/UNIDADE BASICA";"0001667874";"EQUIPE AZUL";"eSF";"10";"4";"1";"20";"19";"1080";"47";"23,00"
"3285294";"SESAU USF JARDIM LOS ANGELES SEBASTIAO LUIZ NOGUEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001707914";"EQUIPE LILAS";"eSF";"0";"0";"0";"0";"0";"0";"1";"0,00"
"7108001";"SESAU USF JARDIM BOTAFOGO DR ELIZABETH WANDERLE TOBARU";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440701";"EQUIPE AREA VERMELHA";"eSF";"3";"7";"5";"21";"15";"1020";"39";"26,20"
"2752530";"SESAU CF DRA MARCIA DE SA EARP NOVA LIMA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440027";"EQUIPE AGUA";"eSF";"4";"17";"9";"34";"35";"1980";"69";"28,70"
"3285294";"SESAU USF JARDIM LOS ANGELES SEBASTIAO LUIZ NOGUEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440264";"EQUIPE AMARELA";"eSF";"16";"17";"4";"49";"45";"2620";"106";"24,70"
"9022007";"SESAU USF ANA MARIA DO COUTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440388";"EQUIPE FORCA E GRACA";"eSF";"7";"16";"4";"27";"17";"1420";"45";"31,60"
"0010251";"SESAU USF CAICARA DR ALBERTO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439282";"EQUIPE FENIX";"eSF";"3";"1";"1";"19";"10";"680";"38";"17,90"
"2874474";"SESAU USF SANTA EMILIA JEFERSON RODRIGUES DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439045";"EQUIPE LOBO GUARA";"eSF";"11";"19";"5";"31";"29";"1900";"68";"27,90"
"0010197";"SESAU USF SERRADINHO DR SUMIE IKEDA RODRIGUES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439169";"0125 - EQUIPE ANDORINHA";"eSF";"9";"15";"9";"28";"28";"1780";"60";"29,70"
"9439919";"SESAU USF VILA COX";"CENTRO DE SAUDE/UNIDADE BASICA";"0001667866";"EQUIPE AMARELA";"eSF";"5";"20";"8";"24";"24";"1620";"40";"40,50"
"0010146";"SESAU USF MATA DO JACINTO DR ADEMAR GUEDES DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000438995";"EQUIPE VERMELHA";"eSF";"6";"5";"3";"21";"12";"940";"47";"20,00"
"7096895";"SESAU USF JARDIM BATISTAO DR HELIO MARTINS COELHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001707906";"EQUIPE ARARA AZUL";"eSF";"12";"11";"2";"14";"18";"1140";"41";"27,80"
"0024473";"SESAU USF CORONEL ANTONINO DR ARTHUR VASCONCELOS DIAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439843";"EQUIPE ELITE";"eSF";"4";"2";"3";"5";"8";"440";"24";"18,30"
"7568835";"SESAU USF VILA FERNANDA MARIA IVONE DE O NASCIMENTO ARAKAKI";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644483";"EQUIPE VERDE";"eSF";"11";"10";"8";"40";"40";"2180";"84";"26,00"
"0028827";"SESAU CF MARIA DE LOURDES DOS SANTOS PORTAL CAIOBA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439908";"EQUIPE ROSA";"eSF";"18";"36";"15";"46";"41";"3120";"92";"33,90"
"3598209";"SESAU USF AERO ITALIA HERBERTO CALADO REBELO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001717391";"EQUIPE HORTO FLORESTAL";"eSF";"3";"2";"2";"6";"8";"420";"15";"28,00"
"0028851";"SESAU USF COOPHAVILA II ALFREDO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0001706535";"EQUIPE ARARA AZUL";"eSF";"3";"16";"3";"10";"14";"920";"26";"35,40"
"3198278";"SESAU USF PAULO COELHO MACHADO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440213";"EQUIPE OURO";"eSF";"10";"12";"2";"27";"23";"1480";"56";"26,40"
"7108001";"SESAU USF JARDIM BOTAFOGO DR ELIZABETH WANDERLE TOBARU";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440698";"EQUIPE AREA LILAS";"eSF";"6";"20";"7";"31";"34";"1960";"65";"30,20"
"3334406";"SESAU USF NOVA ESPERANCA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440337";"EQUIPE PIRATININGA";"eSF";"12";"8";"6";"46";"34";"2120";"81";"26,20"
"6731198";"SESAU USF JOSE TAVARES DO COUTO DR FERNANDO DE ARRUDA TORRES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440574";"EQUIPE SOL";"eSF";"12";"18";"12";"43";"34";"2380";"78";"30,50"
"6731198";"SESAU USF JOSE TAVARES DO COUTO DR FERNANDO DE ARRUDA TORRES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440582";"EQUIPE LUZ";"eSF";"10";"6";"4";"29";"24";"1460";"55";"26,50"
"9439919";"SESAU USF VILA COX";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439231";"EQUIPE ROSA";"eSF";"9";"12";"0";"23";"18";"1240";"42";"29,50"
"0021679";"SESAU USF TRES BARRAS DRA MARIA JOSE DE PAULI";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439592";"EQUIPE ACACIA";"eSF";"7";"5";"4";"9";"9";"680";"19";"35,80"
"9230246";"SESAU USF SIRIO LIBANES DR SYRZIL WILSON MAKSOUD";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439355";"EQUIPE FLORA";"eSF";"9";"7";"7";"26";"21";"1400";"57";"24,60"
"0010189";"SESAU USF LAR DO TRABALHADOR DR NICOLAU FRAGELLI";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439118";"EQUIPE AMARELA";"eSF";"3";"4";"2";"15";"18";"840";"44";"19,10"
"0010340";"SESAU USF ALVES PEREIRA DR WALFRIDO AZAMBUJA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439479";"EQUIPE VERDE";"eSF";"11";"13";"6";"23";"20";"1460";"45";"32,40"
"3311260";"SESAU USF SAO CONRADO PASTOR ELISEU FEITOSA DE ALENCAR";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440329";"EQUIPE VERDE";"eSF";"1";"6";"3";"9";"12";"620";"21";"29,50"
"6585612";"SESAU USF VIDA NOVA III AQUINO DIAS BEZERRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440566";"EQUIPE TARSILA";"eSF";"13";"25";"4";"49";"61";"3040";"109";"27,90"
"0024422";"SESAU USF SANTA CARMELIA DR ALBINO COIMBRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001614843";"EQUIPE APORE";"eSF";"0";"2";"1";"7";"10";"400";"17";"23,50"
"3080021";"SESAU USF JARDIM TARUMA DR EMILIO GARBELOTI NETO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440205";"EQUIPE AMARELO";"eSF";"9";"8";"3";"19";"24";"1260";"44";"28,60"
"0024473";"SESAU USF CORONEL ANTONINO DR ARTHUR VASCONCELOS DIAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001675931";"EQUIPE AGUIA";"eSF";"2";"3";"2";"10";"12";"580";"30";"19,30"
"0028789";"SESAU USF MORENINHA III DR JUDSON TADEU RIBAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001705792";"EQUIPE IPE";"eSF";"8";"15";"7";"34";"29";"1860";"66";"28,20"
"5506158";"SESAU CF DR MAURO R BARROS WANDERLEY IRACY COELHO NETTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440442";"EQUIPE IPE AZUL";"eSF";"14";"16";"7";"41";"24";"2040";"73";"27,90"
"5672341";"SESAU USF ESTRELA DALVA DR JOAO MIGUEL BASMAGE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440450";"EQUIPE ROSA";"eSF";"9";"16";"14";"36";"43";"2360";"87";"27,10"
"0021792";"SESAU USF ANHANDUI DR BENTO DE ASSIS MACHADO";"CENTRO DE SAUDE/UNIDADE BASICA";"0002163845";"EQUIPE AGUIA";"eSF";"0";"0";"0";"0";"0";"0";"0";"0,00"
"0010332";"SESAU USF SAO FRANCISCO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439460";"EQUIPE AGUIA";"eSF";"2";"6";"2";"11";"22";"860";"31";"27,70"
"9983406";"SESAU USF ARNALDO ESTEVAO DE FIGUEIREDO DR EDGAR PEDRO R S";"CENTRO DE SAUDE/UNIDADE BASICA";"0001698168";"EQUIPE SONIA REGINA";"eSF";"4";"8";"9";"8";"9";"760";"18";"42,20"
"0010235";"SESAU USF VILA NASSER DR MILTON KOJO CHINEN";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439223";"EQUIPE ROSA";"eSF";"6";"8";"3";"23";"21";"1220";"41";"29,80"
"0010294";"SESAU USF JOSE ABRAO DR ELIAS NASSER NETO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439347";"EQUIPE JOSE ABRAO";"eSF";"8";"10";"6";"20";"17";"1220";"42";"29,00"
"0028827";"SESAU CF MARIA DE LOURDES DOS SANTOS PORTAL CAIOBA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439924";"EQUIPE AZUL";"eSF";"12";"15";"11";"22";"21";"1620";"60";"27,00"
"9022007";"SESAU USF ANA MARIA DO COUTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001482602";"EQUIPE GARRA";"eSF";"6";"7";"4";"12";"14";"860";"29";"29,70"
"3005690";"SESAU USF JARDIM NOROESTE";"CENTRO DE SAUDE/UNIDADE BASICA";"0002296926";"EQUIPE AGUIA DOURADA";"eSF";"15";"18";"4";"23";"43";"2060";"86";"24,00"
"5672341";"SESAU USF ESTRELA DALVA DR JOAO MIGUEL BASMAGE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440477";"EQUIPE VERDE";"eSF";"10";"7";"5";"21";"21";"1280";"45";"28,40"
"3051358";"SESAU USF MARIO COVAS DR WAGNER JORGE BORTOTTO GARCIA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440116";"EQUIPE AZUL";"eSF";"18";"12";"1";"33";"22";"1720";"64";"26,90"
"3361837";"SESAU USF SAO BENEDITO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440353";"EQUIPE SAO BENEDITO";"eSF";"2";"5";"2";"9";"23";"820";"33";"24,80"
"3499642";"SESAU USF JARDIM PRESIDENTE DR NASRI SIUFI";"CENTRO DE SAUDE/UNIDADE BASICA";"0002282089";"EQUIPE FORTES E GUERREIROS";"eSF";"17";"25";"14";"33";"32";"2420";"74";"32,70"
"3598209";"SESAU USF AERO ITALIA HERBERTO CALADO REBELO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440361";"EQUIPE IPE ROXO";"eSF";"6";"11";"10";"17";"23";"1340";"49";"27,30"
"0010340";"SESAU USF ALVES PEREIRA DR WALFRIDO AZAMBUJA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439495";"EQUIPE LARANJA";"eSF";"4";"5";"2";"11";"16";"760";"35";"21,70"
"0010154";"SESAU USF CARLOTA DR ASTROGILDO CARMONA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439010";"EQUIPE FENIX";"eSF";"4";"6";"4";"20";"37";"1420";"84";"16,90"
"0010138";"SESAU USF SILVIA REGINA DRA ELEONORA M QUEVEDO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000438960";"EQUIPE ESTRELA";"eSF";"4";"6";"5";"7";"17";"780";"30";"26,00"
"0010235";"SESAU USF VILA NASSER DR MILTON KOJO CHINEN";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439258";"EQUIPE VERDE";"eSF";"2";"5";"1";"12";"20";"800";"37";"21,60"
"0010197";"SESAU USF SERRADINHO DR SUMIE IKEDA RODRIGUES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439134";"EQUIPE JOAO DE BARRO";"eSF";"16";"18";"11";"39";"33";"2340";"70";"33,40"
"0010235";"SESAU USF VILA NASSER DR MILTON KOJO CHINEN";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644335";"EQUIPE AMARELO";"eSF";"7";"8";"0";"23";"22";"1200";"50";"24,00"
"7108001";"SESAU USF JARDIM BOTAFOGO DR ELIZABETH WANDERLE TOBARU";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644696";"EQUIPE AREA VERDE";"eSF";"6";"10";"4";"16";"23";"1180";"37";"31,90"
