Ministério da Saúde MS
Secretaria de Atenção Primária à Saúde SAPS
Sistema de Informação para a Atenção Primária à Saúde – SIAPS
Dado gerado em: 10 de outubro de 2025 - 15:31h
Relatório Qualidade - Visão por Competência

Dados Sócio Demográficos:
UF: MS
Município: 500270 / CAMPO GRANDE

Filtro:
Indicador: Cuidado com a Gestante e Puérpera
Competência selecionada: AGO/25
Tipo de Equipe: eAP, eSF

CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;TER REALIZADO A PRIMEIRA CONSULTA DE PRÉ-NATAL ATÉ 12 SEMANAS DE GESTAÇÃO;TER REALIZADO PELO MENOS 07 CONSULTAS DURANTE O PERÍODO DE GESTAÇÃO PARA VALORIZAR O DIAGNÓSTICO E ACOLHIMENTO OPORTUNO;TER REALIZADO PELO MENOS 07 REGISTROS DE PRESSÃO ARTERIAL DURANTE O PERÍODO DA GESTAÇÃO;TER REALIZADO PELO MENOS 07 REGISTROS SIMULTÂNEOS DE PESO E ALTURA DURANTE O PERÍODO DA GESTAÇÃO;TER REGISTRO DE PELO MENOS 03 VISITAS DOMICILIARES DO ACS/TACS, APÓS A PRIMEIRA CONSULTA DO PRÉ-NATAL;TER REGISTRO DE UMA DOSE DE DTPA A PARTIR DA 20ª SEMANA DE CADA GESTAÇÃO;TER REGISTRO DOS TESTES RÁPIDOS OU DOS EXAMES AVALIADOS PARA SÍFILIS, HIV E HEPATITES B E C REALIZADOS NO PRIMEIRO TRIMESTRE DE CADA GESTAÇÃO;TER REGISTRO DOS TESTES RÁPIDOS OU DOS EXAMES AVALIADOS PARA SÍFILIS E HIV REALIZADOS NO TERCEIRO TRIMESTRE DE CADA GESTAÇÃO;TER REGISTRO DE PELO MENOS 01 CONSULTA PRESENCIAL OU REMOTA POR PROFISSIONAL MÉDICA(O) OU ENFERMEIRA(O) REALIZADA DURANTE O PUERPÉRIO;TER REGISTRO DE PELO MENOS 01 VISITA DOMICILIAR POR ACS/TACS REALIZADA DURANTE O PUERPÉRIO;TER REGISTRO DE PELO MENOS 01 AVALIAÇÃO ODONTOLÓGICA REALIZADA DURANTE O PERÍODO DA GESTAÇÃO POR PROFISSIONAL CIRURGIÃ(ÃO) DENTISTA OU TÉCNICA(O) EM SAÚDE BUCAL OU AUXILIAR DE SAÚDE BUCA;SOMATÓRIO DE BOAS PRÁTICAS REALIZADAS PARA GESTANTES E PUÉRPERAS VINCULADAS À EQUIPE;NÚMERO TOTAL DE GESTANTES E PUÉRPERAS VINCULADAS À EQUIPE;PONTUAÇÃO
"0010189";"SESAU USF LAR DO TRABALHADOR DR NICOLAU FRAGELLI";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439096";"EQUIPE ROSA";"eSF";"6";"3";"3";"2";"4";"5";"4";"0";"2";"1";"3";"303";"9";"33,67"
"3023737";"SESAU USF VILA CORUMBA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440086";"EQUIPE YPE ROSA";"eSF";"6";"5";"5";"1";"6";"6";"6";"1";"2";"1";"5";"402";"8";"50,25"
"0024457";"SESAU USF TIRADENTES DR ANTONIO PEREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439770";"EQUIPE ITATIAIA";"eSF";"20";"4";"9";"4";"8";"12";"14";"3";"2";"4";"12";"848";"23";"36,87"
"0010197";"SESAU USF SERRADINHO DR SUMIE IKEDA RODRIGUES";"CENTRO DE SAUDE/UNIDADE BASICA";"0001573853";"EQUIPE FENIX";"eSF";"42";"20";"21";"18";"14";"24";"37";"18";"10";"7";"40";"2301";"47";"48,96"
"9443525";"SESAU USF OLIVEIRA II BENEDITO MARTINS GONCALVES";"CENTRO DE SAUDE/UNIDADE BASICA";"0001667939";"EQUIPE PARQUE DOS GIRASSOIS";"eSF";"5";"2";"0";"0";"1";"1";"5";"1";"0";"0";"4";"176";"6";"29,33"
"9230246";"SESAU USF SIRIO LIBANES DR SYRZIL WILSON MAKSOUD";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644858";"EQUIPE CERRADO";"eSF";"9";"4";"5";"6";"7";"5";"9";"5";"1";"1";"5";"522";"14";"37,29"
"0010413";"SESAU USF JARDIM MACAUBAS DR SONI LYDIA SOUZA WOLF";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439533";"EQUIPE ORQUIDEA";"eSF";"33";"7";"14";"8";"16";"19";"28";"9";"8";"8";"21";"1572";"38";"41,37"
"0028789";"SESAU USF MORENINHA III DR JUDSON TADEU RIBAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439894";"EQUIPE MARIA OLIVEIRA";"eSF";"13";"5";"5";"5";"1";"7";"11";"3";"3";"1";"10";"589";"14";"42,07"
"0028789";"SESAU USF MORENINHA III DR JUDSON TADEU RIBAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001705814";"EQUIPE MANDACARU";"eSF";"24";"13";"11";"5";"17";"12";"16";"10";"6";"7";"18";"1275";"28";"45,54"
"0301825";"SESAU USF AERO RANCHO GRANJA DRA REGIA JUSSARA F DE BARROS";"CENTRO DE SAUDE/UNIDADE BASICA";"0002127350";"EQUIPE OMEGA";"eSF";"26";"9";"10";"7";"19";"15";"24";"8";"5";"7";"18";"1358";"30";"45,27"
"0024341";"SESAU USF JARDIM ITAMARACA EDSON QUINTINO MENDES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439657";"EQUIPE CPACA";"eSF";"5";"3";"5";"3";"5";"5";"2";"3";"2";"1";"5";"356";"8";"44,50"
"3051927";"SESAU USF ZE PEREIRA DR JURANDYR DE CASTRO COIMBRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644734";"EQUIPE AMARELA";"eSF";"15";"6";"4";"1";"9";"7";"12";"3";"1";"3";"7";"627";"19";"33,00"
"0010332";"SESAU USF SAO FRANCISCO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644971";"EQUIPE ALPHA";"eSF";"13";"5";"6";"5";"4";"9";"12";"3";"3";"2";"5";"616";"21";"29,33"
"0010367";"SESAU USF PIONEIRA DR CELSO LACERDA DE AZEVEDO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439517";"EQUIPE GIRASSOL";"eSF";"10";"3";"3";"2";"3";"4";"8";"3";"2";"0";"3";"379";"13";"29,15"
"3080021";"SESAU USF JARDIM TARUMA DR EMILIO GARBELOTI NETO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001482335";"EQUIPE VERDE";"eSF";"27";"10";"13";"6";"21";"16";"17";"8";"7";"8";"15";"1359";"30";"45,30"
"0028789";"SESAU USF MORENINHA III DR JUDSON TADEU RIBAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001482459";"EQUIPE BARUERI";"eSF";"12";"2";"2";"3";"6";"4";"9";"2";"1";"3";"9";"489";"14";"34,93"
"7096887";"SESAU USF AERO RANCHO IV DR NELSON TOKUEI SIMABUKURO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440620";"EQUIPE LILAS";"eSF";"17";"8";"9";"8";"14";"11";"12";"8";"6";"1";"11";"962";"19";"50,63"
"0010154";"SESAU USF CARLOTA DR ASTROGILDO CARMONA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001482696";"EQUIPE ARARA AZUL";"eSF";"3";"1";"1";"1";"2";"2";"2";"1";"1";"1";"2";"156";"3";"52,00"
"7108044";"SESAU USF VILA CARVALHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440744";"EQUIPE CARVALHO CENTRO";"eSF";"3";"1";"1";"1";"1";"1";"3";"1";"1";"0";"4";"156";"4";"39,00"
"0010189";"SESAU USF LAR DO TRABALHADOR DR NICOLAU FRAGELLI";"CENTRO DE SAUDE/UNIDADE BASICA";"0002343339";"EQUIPE VERMELHA EAP 01";"eAP";"3";"1";"1";"1";"1";"1";"3";"1";"0";"0";"2";"174";"3";"58,00"
"0010170";"SESAU USF VILA POPULAR DR VESPASIANO BARBOSA MARTINS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439088";"EQUIPE FENIX";"eSF";"21";"3";"5";"0";"11";"7";"16";"2";"4";"5";"15";"822";"25";"32,88"
"3080021";"SESAU USF JARDIM TARUMA DR EMILIO GARBELOTI NETO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440191";"EQUIPE AZUL";"eSF";"15";"6";"9";"5";"8";"9";"10";"2";"4";"3";"9";"735";"17";"43,24"
"0010197";"SESAU USF SERRADINHO DR SUMIE IKEDA RODRIGUES";"CENTRO DE SAUDE/UNIDADE BASICA";"0001717340";"EQUIPE ARARA AZUL";"eSF";"31";"14";"16";"15";"17";"14";"22";"9";"4";"9";"21";"1579";"32";"49,34"
"0010316";"SESAU USF CIDADE MORENA DR VICENTE FRAGELLI";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439401";"EQUIPE ROSA";"eSF";"24";"9";"11";"10";"9";"12";"21";"6";"10";"3";"16";"1203";"25";"48,12"
"9443525";"SESAU USF OLIVEIRA II BENEDITO MARTINS GONCALVES";"CENTRO DE SAUDE/UNIDADE BASICA";"0001667947";"EQUIPE ANTONIO JOAO ESCOBAR";"eSF";"18";"8";"10";"8";"14";"11";"15";"7";"10";"7";"16";"1134";"21";"54,00"
"0010308";"SESAU USF JOCKEY CLUB DR JORGE DAVID NASSER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439762";"EQUIPE IPE AMARELO";"eSF";"30";"11";"11";"2";"13";"19";"26";"8";"4";"2";"25";"1389";"44";"31,57"
"0010413";"SESAU USF JARDIM MACAUBAS DR SONI LYDIA SOUZA WOLF";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439525";"EQUIPE CACTO";"eSF";"28";"7";"13";"5";"16";"16";"19";"8";"8";"6";"21";"1351";"31";"43,58"
"2874474";"SESAU USF SANTA EMILIA JEFERSON RODRIGUES DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0002252198";"EQUIPE JOAO DE BARRO";"eSF";"35";"12";"8";"1";"25";"17";"29";"12";"5";"5";"29";"1637";"36";"45,47"
"0028789";"SESAU USF MORENINHA III DR JUDSON TADEU RIBAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439886";"EQUIPE POETA";"eSF";"19";"9";"9";"6";"11";"9";"17";"7";"4";"3";"17";"1018";"23";"44,26"
"0010332";"SESAU USF SAO FRANCISCO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644963";"EQUIPE GOLD";"eSF";"14";"2";"4";"4";"9";"7";"11";"3";"2";"3";"8";"617";"17";"36,29"
"0010138";"SESAU USF SILVIA REGINA DRA ELEONORA M QUEVEDO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000438979";"EQUIPE LUA";"eSF";"8";"4";"4";"4";"4";"7";"9";"2";"2";"0";"6";"458";"12";"38,17"
"0024465";"SESAU USF DONA NETA GUANANDI ENG ARTHUR HOKAMA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439827";"EQUIPE AGUIA";"eSF";"22";"11";"11";"1";"18";"15";"22";"11";"4";"7";"18";"1282";"28";"45,79"
"0024430";"SESAU USF UNIVERSITARIO DR GERMANO BARROS DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439703";"EQUIPE YPE";"eSF";"15";"6";"8";"5";"8";"10";"13";"6";"3";"1";"10";"780";"18";"43,33"
"0028851";"SESAU USF COOPHAVILA II ALFREDO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440019";"EQUIPE DOURADA";"eSF";"21";"8";"9";"8";"8";"8";"19";"7";"4";"3";"11";"975";"22";"44,32"
"3285294";"SESAU USF JARDIM LOS ANGELES SEBASTIAO LUIZ NOGUEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440256";"EQUIPE AZUL";"eSF";"34";"15";"17";"3";"18";"21";"28";"12";"8";"6";"11";"1591";"42";"37,88"
"0010197";"SESAU USF SERRADINHO DR SUMIE IKEDA RODRIGUES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439150";"EQUIPE MORENA";"eSF";"19";"14";"14";"12";"4";"12";"17";"9";"10";"3";"20";"1225";"23";"53,26"
"3051374";"SESAU USF JARDIM AZALEIA DRA ALDA GUEDES GARCIA OLIVEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440140";"EQUIPE 129";"eSF";"14";"7";"7";"9";"8";"7";"11";"5";"3";"5";"8";"770";"15";"51,33"
"3499642";"SESAU USF JARDIM PRESIDENTE DR NASRI SIUFI";"CENTRO DE SAUDE/UNIDADE BASICA";"0002282070";"EQUIPE ALFA";"eSF";"22";"9";"11";"11";"15";"10";"21";"10";"8";"3";"23";"1309";"27";"48,48"
"0010413";"SESAU USF JARDIM MACAUBAS DR SONI LYDIA SOUZA WOLF";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644718";"EQUIPE VIOLETA";"eSF";"28";"8";"12";"6";"15";"19";"26";"15";"3";"3";"15";"1378";"31";"44,45"
"0010251";"SESAU USF CAICARA DR ALBERTO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439274";"EQUIPE DIAMANTE";"eSF";"3";"1";"0";"0";"4";"1";"2";"0";"2";"2";"1";"147";"4";"36,75"
"0010154";"SESAU USF CARLOTA DR ASTROGILDO CARMONA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439037";"EQUIPE CACTOS";"eSF";"10";"4";"5";"4";"4";"7";"11";"1";"1";"1";"7";"505";"12";"42,08"
"0010308";"SESAU USF JOCKEY CLUB DR JORGE DAVID NASSER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439398";"EQUIPE TUCUNARE";"eSF";"28";"17";"16";"15";"21";"19";"28";"13";"7";"8";"20";"1756";"31";"56,65"
"0010138";"SESAU USF SILVIA REGINA DRA ELEONORA M QUEVEDO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000438987";"EQUIPE SOL";"eSF";"9";"1";"4";"3";"8";"7";"8";"2";"2";"0";"7";"468";"12";"39,00"
"7568835";"SESAU USF VILA FERNANDA MARIA IVONE DE O NASCIMENTO ARAKAKI";"CENTRO DE SAUDE/UNIDADE BASICA";"0001550799";"EQUIPE ROXA";"eSF";"21";"2";"4";"2";"15";"9";"17";"5";"4";"4";"18";"930";"24";"38,75"
"0024430";"SESAU USF UNIVERSITARIO DR GERMANO BARROS DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439711";"EQUIPE AGUIA";"eSF";"22";"8";"11";"8";"10";"17";"21";"8";"2";"1";"13";"1111";"23";"48,30"
"0024465";"SESAU USF DONA NETA GUANANDI ENG ARTHUR HOKAMA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001558056";"EQUIPE FENIX";"eSF";"7";"4";"4";"2";"4";"8";"7";"3";"1";"1";"6";"430";"10";"43,00"
"0024465";"SESAU USF DONA NETA GUANANDI ENG ARTHUR HOKAMA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439819";"EQUIPE GAVIAO";"eSF";"15";"6";"6";"3";"9";"8";"12";"5";"5";"5";"10";"771";"17";"45,35"
"0010308";"SESAU USF JOCKEY CLUB DR JORGE DAVID NASSER";"CENTRO DE SAUDE/UNIDADE BASICA";"0001707930";"EQUIPE CASTOLDI";"eSF";"32";"7";"9";"1";"13";"14";"24";"10";"3";"0";"27";"1292";"38";"34,00"
"5506158";"SESAU CF DR MAURO R BARROS WANDERLEY IRACY COELHO NETTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001482793";"EQUIPE IPE AMARELO";"eSF";"23";"12";"14";"13";"16";"16";"7";"4";"9";"9";"15";"1265";"26";"48,65"
"0028851";"SESAU USF COOPHAVILA II ALFREDO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440000";"EQUIPE PRAIA";"eSF";"19";"5";"5";"4";"8";"7";"18";"5";"1";"1";"12";"784";"19";"41,26"
"5672341";"SESAU USF ESTRELA DALVA DR JOAO MIGUEL BASMAGE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440485";"EQUIPE VERMELHA";"eSF";"30";"7";"8";"9";"12";"17";"22";"7";"6";"4";"7";"1191";"30";"39,70"
"3051358";"SESAU USF MARIO COVAS DR WAGNER JORGE BORTOTTO GARCIA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440124";"EQUIPE ROXA";"eSF";"16";"3";"6";"1";"5";"9";"10";"3";"3";"1";"13";"646";"19";"34,00"
"9898271";"SESAU USF DOM ANTONIO BARBOSA DR EVANDRO M DE ARRUDA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001717766";"EQUIPE VIOLETA";"eSF";"16";"5";"6";"4";"9";"11";"14";"7";"6";"3";"13";"862";"24";"35,92"
"5672341";"SESAU USF ESTRELA DALVA DR JOAO MIGUEL BASMAGE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440493";"EQUIPE AZUL";"eSF";"20";"2";"4";"4";"14";"7";"11";"4";"8";"7";"11";"848";"27";"31,41"
"0028835";"SESAU USF PARQUE DO SOL DR BENJAMIM ASATO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439940";"EQUIPE ARARA AZUL";"eSF";"15";"6";"11";"3";"10";"8";"13";"1";"3";"3";"12";"780";"17";"45,88"
"0010251";"SESAU USF CAICARA DR ALBERTO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439266";"EQUIPE OURO";"eSF";"9";"4";"4";"1";"8";"9";"8";"4";"5";"3";"10";"594";"11";"54,00"
"7108052";"SESAU USF JARDIM ANTARTICA DR NELSON ASSEF BUAINAIN";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440809";"EQUIPE VERMELHA";"eSF";"5";"2";"2";"2";"3";"3";"5";"1";"3";"2";"7";"320";"7";"45,71"
"0010154";"SESAU USF CARLOTA DR ASTROGILDO CARMONA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439029";"EQUIPE YPE AMARELO";"eSF";"21";"4";"6";"3";"7";"8";"18";"4";"3";"2";"12";"813";"25";"32,52"
"0024457";"SESAU USF TIRADENTES DR ANTONIO PEREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001707922";"EQUIPE TRES BARRAS";"eSF";"9";"6";"6";"3";"2";"5";"6";"5";"3";"1";"9";"504";"11";"45,82"
"0021792";"SESAU USF ANHANDUI DR BENTO DE ASSIS MACHADO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439606";"EQUIPE FENIX";"eSF";"26";"7";"15";"7";"21";"10";"25";"3";"9";"8";"18";"1367";"28";"48,82"
"0010170";"SESAU USF VILA POPULAR DR VESPASIANO BARBOSA MARTINS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001558021";"EQUIPE PEGASO";"eSF";"26";"12";"10";"0";"12";"14";"26";"7";"4";"3";"12";"1160";"29";"40,00"
"0028835";"SESAU USF PARQUE DO SOL DR BENJAMIM ASATO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439967";"EQUIPE LAJEADO";"eSF";"22";"10";"13";"2";"15";"14";"22";"0";"6";"5";"21";"1192";"23";"51,83"
"3051374";"SESAU USF JARDIM AZALEIA DRA ALDA GUEDES GARCIA OLIVEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440159";"EQUIPE 130";"eSF";"22";"9";"8";"8";"9";"8";"21";"5";"5";"4";"17";"1066";"23";"46,35"
"3598209";"SESAU USF AERO ITALIA HERBERTO CALADO REBELO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440396";"EQUIPE ARARA AZUL";"eSF";"14";"9";"9";"8";"6";"9";"12";"5";"1";"2";"15";"824";"15";"54,93"
"0010278";"SESAU USF MARIA APARECIDA PEDROSSIAN";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439290";"EQUIPE SAO JOSE";"eSF";"7";"2";"3";"2";"3";"2";"5";"3";"1";"3";"4";"322";"7";"46,00"
"2752530";"SESAU CF DRA MARCIA DE SA EARP NOVA LIMA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440035";"EQUIPE AR";"eSF";"20";"8";"7";"6";"10";"7";"15";"3";"5";"7";"8";"884";"21";"42,10"
"3005690";"SESAU USF JARDIM NOROESTE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440043";"EQUIPE ARARA AZUL";"eSF";"56";"22";"26";"3";"26";"28";"50";"21";"23";"10";"44";"2837";"60";"47,28"
"0010146";"SESAU USF MATA DO JACINTO DR ADEMAR GUEDES DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644939";"EQUIPE VERDE";"eSF";"6";"1";"3";"2";"1";"3";"5";"0";"1";"1";"5";"258";"8";"32,25"
"0010200";"SESAU USF JARDIM BONANCA DR HIROSE ADANIA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439177";"EQUIPE LEOPARDO";"eSF";"14";"7";"9";"6";"11";"12";"12";"6";"4";"4";"16";"923";"17";"54,29"
"3285294";"SESAU USF JARDIM LOS ANGELES SEBASTIAO LUIZ NOGUEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440280";"EQUIPE VERMELHA";"eSF";"35";"16";"18";"7";"18";"23";"29";"9";"11";"4";"23";"1772";"38";"46,63"
"0010162";"SESAU USF BURITI DR IVAN HIDELBRAND DA COSTA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439053";"EQUIPE CEREJEIRA";"eSF";"9";"6";"7";"0";"5";"2";"6";"1";"0";"0";"4";"369";"9";"41,00"
"0024481";"SESAU USF NOVA BAHIA CONSELHEIRO DE SAUDE EDNEY A DE CAMPOS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439851";"EQUIPE AMARELA";"eSF";"9";"4";"3";"4";"5";"6";"6";"3";"2";"2";"3";"432";"9";"48,00"
"0024341";"SESAU USF JARDIM ITAMARACA EDSON QUINTINO MENDES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439614";"EQUIPE FLORA DO CERRADO";"eSF";"21";"6";"6";"5";"12";"10";"15";"5";"5";"2";"15";"939";"24";"39,13"
"0028835";"SESAU USF PARQUE DO SOL DR BENJAMIM ASATO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439975";"EQUIPE FENIX";"eSF";"22";"11";"14";"3";"15";"16";"15";"7";"8";"3";"18";"1210";"28";"43,21"
"0028835";"SESAU USF PARQUE DO SOL DR BENJAMIM ASATO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439959";"EQUIPE AGUIA";"eSF";"24";"12";"15";"5";"8";"15";"22";"3";"6";"2";"19";"1203";"28";"42,96"
"0024473";"SESAU USF CORONEL ANTONINO DR ARTHUR VASCONCELOS DIAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439835";"EQUIPE PANTANAL";"eSF";"5";"1";"1";"1";"2";"2";"5";"1";"0";"1";"3";"203";"5";"40,60"
"9439919";"SESAU USF VILA COX";"CENTRO DE SAUDE/UNIDADE BASICA";"0001667874";"EQUIPE AZUL";"eSF";"19";"7";"11";"7";"9";"9";"18";"7";"3";"0";"10";"919";"20";"45,95"
"3285294";"SESAU USF JARDIM LOS ANGELES SEBASTIAO LUIZ NOGUEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001707914";"EQUIPE LILAS";"eSF";"2";"1";"1";"0";"0";"1";"2";"1";"0";"0";"2";"92";"2";"46,00"
"7108001";"SESAU USF JARDIM BOTAFOGO DR ELIZABETH WANDERLE TOBARU";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440701";"EQUIPE AREA VERMELHA";"eSF";"18";"5";"8";"9";"10";"8";"13";"3";"1";"4";"8";"801";"19";"42,16"
"2752530";"SESAU CF DRA MARCIA DE SA EARP NOVA LIMA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440027";"EQUIPE AGUA";"eSF";"14";"5";"4";"4";"7";"7";"12";"3";"1";"2";"9";"626";"16";"39,13"
"3285294";"SESAU USF JARDIM LOS ANGELES SEBASTIAO LUIZ NOGUEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440264";"EQUIPE AMARELA";"eSF";"37";"16";"18";"13";"24";"19";"31";"10";"10";"7";"17";"1855";"40";"46,38"
"9022007";"SESAU USF ANA MARIA DO COUTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440388";"EQUIPE FORCA E GRACA";"eSF";"14";"8";"11";"11";"12";"9";"11";"6";"2";"4";"11";"905";"15";"60,33"
"0010251";"SESAU USF CAICARA DR ALBERTO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439282";"EQUIPE FENIX";"eSF";"6";"0";"1";"0";"1";"2";"4";"0";"0";"0";"2";"150";"7";"21,43"
"2874474";"SESAU USF SANTA EMILIA JEFERSON RODRIGUES DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439045";"EQUIPE LOBO GUARA";"eSF";"19";"13";"6";"0";"15";"16";"18";"13";"4";"8";"20";"1207";"21";"57,48"
"0010197";"SESAU USF SERRADINHO DR SUMIE IKEDA RODRIGUES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439169";"0125 - EQUIPE ANDORINHA";"eSF";"19";"11";"12";"10";"8";"15";"15";"7";"8";"4";"14";"1126";"23";"48,96"
"9439919";"SESAU USF VILA COX";"CENTRO DE SAUDE/UNIDADE BASICA";"0001667866";"EQUIPE AMARELA";"eSF";"11";"5";"5";"4";"8";"10";"9";"2";"2";"3";"2";"560";"14";"40,00"
"0010146";"SESAU USF MATA DO JACINTO DR ADEMAR GUEDES DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000438995";"EQUIPE VERMELHA";"eSF";"10";"2";"3";"1";"11";"13";"10";"6";"5";"5";"11";"703";"16";"43,94"
"7096895";"SESAU USF JARDIM BATISTAO DR HELIO MARTINS COELHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001707906";"EQUIPE ARARA AZUL";"eSF";"19";"10";"9";"5";"8";"12";"12";"9";"9";"3";"16";"1027";"22";"46,68"
"0024473";"SESAU USF CORONEL ANTONINO DR ARTHUR VASCONCELOS DIAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439843";"EQUIPE ELITE";"eSF";"5";"0";"0";"0";"4";"5";"4";"1";"4";"1";"2";"239";"11";"21,73"
"7568835";"SESAU USF VILA FERNANDA MARIA IVONE DE O NASCIMENTO ARAKAKI";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644483";"EQUIPE VERDE";"eSF";"22";"9";"9";"6";"10";"14";"20";"7";"4";"7";"15";"1129";"29";"38,93"
"0028827";"SESAU CF MARIA DE LOURDES DOS SANTOS PORTAL CAIOBA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439908";"EQUIPE ROSA";"eSF";"27";"10";"15";"14";"18";"16";"26";"10";"12";"9";"17";"1593";"32";"49,78"
"3598209";"SESAU USF AERO ITALIA HERBERTO CALADO REBELO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001717391";"EQUIPE HORTO FLORESTAL";"eSF";"16";"4";"5";"4";"6";"7";"12";"5";"4";"1";"11";"691";"17";"40,65"
"0028851";"SESAU USF COOPHAVILA II ALFREDO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0001706535";"EQUIPE ARARA AZUL";"eSF";"14";"2";"2";"2";"8";"3";"13";"2";"1";"2";"7";"518";"14";"37,00"
"3198278";"SESAU USF PAULO COELHO MACHADO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440213";"EQUIPE OURO";"eSF";"28";"11";"11";"4";"17";"16";"22";"9";"7";"6";"25";"1432";"28";"51,14"
"7108001";"SESAU USF JARDIM BOTAFOGO DR ELIZABETH WANDERLE TOBARU";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440698";"EQUIPE AREA LILAS";"eSF";"12";"3";"4";"4";"10";"7";"10";"1";"5";"3";"9";"624";"14";"44,57"
