Ministério da Saúde MS
Secretaria de Atenção Primária à Saúde SAPS
Sistema de Informação para a Atenção Primária à Saúde – SIAPS
Dado gerado em: 13 de outubro de 2025 - 10:21h
Relatório Qualidade - Visão por Competência

Dados Sócio Demográficos:
UF: MS
Município: 500270 / CAMPO GRANDE

Filtro:
Indicador: Cuidado integral da Pessoa Idosa
Competência selecionada: AGO/25
Tipo de Equipe: eAP, eSF

CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;TER REGISTRO DE PELO MENOS 01 CONSULTA PRESENCIAL OU REMOTA POR PROFISSIONAL MÉDICA(O) OU ENFERMEIRA(O) REALIZADA NOS ÚLTIMOS 12 MESES;TER PELO MENOS 02 REGISTROS SIMULTÂNEOS DE PESO E ALTURA PARA AVALIAÇÃO ANTROPOMÉTRICA NOS ÚLTIMOS 12 MESES;TER REGISTRO DE PELO MENOS 02 VISITAS DOMICILIARES POR ACS/TACS, COM INTERVALO MÍNIMO DE 30 DIAS, REALIZADAS NOS ÚLTIMOS 12 MESES AÇÃO;TER REGISTRO DE 1 DOSE DA VACINA CONTRA INFLUENZA REALIZADA NOS ÚLTIMOS 12 MESES;SOMATÓRIO DE BOAS PRÁTICAS REALIZADAS PARA PESSOAS IDOSAS VINCULADAS À EQUIPE;NÚMERO TOTAL DE PESSOAS IDOSAS VINCULADAS À EQUIPE;PONTUAÇÃO
"0010413";"SESAU USF JARDIM MACAUBAS DR SONI LYDIA SOUZA WOLF";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439525";"EQUIPE CACTO";"eSF";"132";"16";"168";"94";"10250";"186";"55,10"
"2874474";"SESAU USF SANTA EMILIA JEFERSON RODRIGUES DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0002252198";"EQUIPE JOAO DE BARRO";"eSF";"297";"59";"267";"223";"21150";"352";"60,10"
"0028789";"SESAU USF MORENINHA III DR JUDSON TADEU RIBAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439886";"EQUIPE POETA";"eSF";"216";"110";"226";"146";"17450";"261";"66,90"
"0010332";"SESAU USF SAO FRANCISCO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644963";"EQUIPE GOLD";"eSF";"158";"106";"147";"101";"12800";"224";"57,10"
"0010138";"SESAU USF SILVIA REGINA DRA ELEONORA M QUEVEDO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000438979";"EQUIPE LUA";"eSF";"226";"115";"332";"227";"22500";"400";"56,30"
"0024465";"SESAU USF DONA NETA GUANANDI ENG ARTHUR HOKAMA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439827";"EQUIPE AGUIA";"eSF";"413";"66";"831";"513";"45575";"1035";"44,00"
"0024430";"SESAU USF UNIVERSITARIO DR GERMANO BARROS DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439703";"EQUIPE YPE";"eSF";"467";"188";"596";"438";"42225";"770";"54,80"
"0028851";"SESAU USF COOPHAVILA II ALFREDO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440019";"EQUIPE DOURADA";"eSF";"222";"81";"220";"155";"16950";"289";"58,70"
"3285294";"SESAU USF JARDIM LOS ANGELES SEBASTIAO LUIZ NOGUEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440256";"EQUIPE AZUL";"eSF";"110";"44";"114";"84";"8800";"139";"63,30"
"0010197";"SESAU USF SERRADINHO DR SUMIE IKEDA RODRIGUES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439150";"EQUIPE MORENA";"eSF";"186";"82";"142";"161";"14275";"273";"52,30"
"3051374";"SESAU USF JARDIM AZALEIA DRA ALDA GUEDES GARCIA OLIVEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440140";"EQUIPE 129";"eSF";"409";"293";"609";"384";"42375";"675";"62,80"
"3499642";"SESAU USF JARDIM PRESIDENTE DR NASRI SIUFI";"CENTRO DE SAUDE/UNIDADE BASICA";"0002282070";"EQUIPE ALFA";"eSF";"386";"285";"350";"275";"32400";"469";"69,10"
"0010413";"SESAU USF JARDIM MACAUBAS DR SONI LYDIA SOUZA WOLF";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644718";"EQUIPE VIOLETA";"eSF";"213";"24";"264";"158";"16475";"310";"53,10"
"0010251";"SESAU USF CAICARA DR ALBERTO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439274";"EQUIPE DIAMANTE";"eSF";"313";"13";"496";"381";"30075";"748";"40,20"
"0010154";"SESAU USF CARLOTA DR ASTROGILDO CARMONA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439037";"EQUIPE CACTOS";"eSF";"355";"207";"741";"469";"44300";"1048";"42,30"
"0010308";"SESAU USF JOCKEY CLUB DR JORGE DAVID NASSER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439398";"EQUIPE TUCUNARE";"eSF";"440";"20";"723";"473";"41400";"906";"45,70"
"0010138";"SESAU USF SILVIA REGINA DRA ELEONORA M QUEVEDO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000438987";"EQUIPE SOL";"eSF";"168";"88";"223";"153";"15800";"302";"52,30"
"7568835";"SESAU USF VILA FERNANDA MARIA IVONE DE O NASCIMENTO ARAKAKI";"CENTRO DE SAUDE/UNIDADE BASICA";"0001550799";"EQUIPE ROXA";"eSF";"180";"63";"200";"130";"14325";"231";"62,00"
"0024430";"SESAU USF UNIVERSITARIO DR GERMANO BARROS DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439711";"EQUIPE AGUIA";"eSF";"366";"157";"401";"316";"31000";"603";"51,40"
"0024465";"SESAU USF DONA NETA GUANANDI ENG ARTHUR HOKAMA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001558056";"EQUIPE FENIX";"eSF";"354";"37";"610";"409";"35250";"798";"44,20"
"0024465";"SESAU USF DONA NETA GUANANDI ENG ARTHUR HOKAMA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439819";"EQUIPE GAVIAO";"eSF";"459";"151";"589";"404";"40075";"826";"48,50"
"0010308";"SESAU USF JOCKEY CLUB DR JORGE DAVID NASSER";"CENTRO DE SAUDE/UNIDADE BASICA";"0001707930";"EQUIPE CASTOLDI";"eSF";"550";"12";"571";"493";"40650";"1082";"37,60"
"5506158";"SESAU CF DR MAURO R BARROS WANDERLEY IRACY COELHO NETTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001482793";"EQUIPE IPE AMARELO";"eSF";"208";"96";"201";"158";"16575";"296";"56,00"
"0028851";"SESAU USF COOPHAVILA II ALFREDO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440000";"EQUIPE PRAIA";"eSF";"299";"172";"307";"212";"24750";"403";"61,40"
"5672341";"SESAU USF ESTRELA DALVA DR JOAO MIGUEL BASMAGE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440485";"EQUIPE VERMELHA";"eSF";"214";"90";"317";"188";"20225";"404";"50,10"
"3051358";"SESAU USF MARIO COVAS DR WAGNER JORGE BORTOTTO GARCIA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440124";"EQUIPE ROXA";"eSF";"131";"35";"147";"98";"10275";"183";"56,10"
"9898271";"SESAU USF DOM ANTONIO BARBOSA DR EVANDRO M DE ARRUDA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001717766";"EQUIPE VIOLETA";"eSF";"122";"12";"126";"91";"8775";"171";"51,30"
"5672341";"SESAU USF ESTRELA DALVA DR JOAO MIGUEL BASMAGE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440493";"EQUIPE AZUL";"eSF";"247";"122";"320";"190";"21975";"395";"55,60"
"0028835";"SESAU USF PARQUE DO SOL DR BENJAMIM ASATO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439940";"EQUIPE ARARA AZUL";"eSF";"229";"68";"269";"157";"18075";"291";"62,10"
"0010251";"SESAU USF CAICARA DR ALBERTO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439266";"EQUIPE OURO";"eSF";"351";"12";"549";"385";"32425";"720";"45,00"
"7108052";"SESAU USF JARDIM ANTARTICA DR NELSON ASSEF BUAINAIN";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440809";"EQUIPE VERMELHA";"eSF";"140";"7";"174";"111";"10800";"232";"46,60"
"0010154";"SESAU USF CARLOTA DR ASTROGILDO CARMONA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439029";"EQUIPE YPE AMARELO";"eSF";"413";"241";"729";"477";"46500";"877";"53,00"
"0024457";"SESAU USF TIRADENTES DR ANTONIO PEREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001707922";"EQUIPE TRES BARRAS";"eSF";"238";"31";"112";"186";"14175";"497";"28,50"
"0021792";"SESAU USF ANHANDUI DR BENTO DE ASSIS MACHADO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439606";"EQUIPE FENIX";"eSF";"519";"22";"622";"224";"34675";"650";"53,30"
"0010170";"SESAU USF VILA POPULAR DR VESPASIANO BARBOSA MARTINS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001558021";"EQUIPE PEGASO";"eSF";"383";"188";"417";"264";"31300";"529";"59,20"
"0028835";"SESAU USF PARQUE DO SOL DR BENJAMIM ASATO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439967";"EQUIPE LAJEADO";"eSF";"211";"40";"255";"154";"16500";"300";"55,00"
"3051374";"SESAU USF JARDIM AZALEIA DRA ALDA GUEDES GARCIA OLIVEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440159";"EQUIPE 130";"eSF";"235";"155";"295";"188";"21825";"346";"63,10"
"3598209";"SESAU USF AERO ITALIA HERBERTO CALADO REBELO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440396";"EQUIPE ARARA AZUL";"eSF";"115";"68";"112";"97";"9800";"165";"59,40"
"0010278";"SESAU USF MARIA APARECIDA PEDROSSIAN";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439290";"EQUIPE SAO JOSE";"eSF";"166";"53";"139";"138";"12400";"310";"40,00"
"2752530";"SESAU CF DRA MARCIA DE SA EARP NOVA LIMA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440035";"EQUIPE AR";"eSF";"225";"128";"263";"176";"19800";"310";"63,90"
"3005690";"SESAU USF JARDIM NOROESTE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440043";"EQUIPE ARARA AZUL";"eSF";"239";"60";"209";"145";"16325";"324";"50,40"
"0010146";"SESAU USF MATA DO JACINTO DR ADEMAR GUEDES DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644939";"EQUIPE VERDE";"eSF";"394";"99";"574";"394";"36525";"752";"48,60"
"0010200";"SESAU USF JARDIM BONANCA DR HIROSE ADANIA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439177";"EQUIPE LEOPARDO";"eSF";"284";"168";"455";"329";"30900";"581";"53,20"
"3285294";"SESAU USF JARDIM LOS ANGELES SEBASTIAO LUIZ NOGUEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440280";"EQUIPE VERMELHA";"eSF";"211";"62";"209";"150";"15800";"282";"56,00"
"0010162";"SESAU USF BURITI DR IVAN HIDELBRAND DA COSTA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439053";"EQUIPE CEREJEIRA";"eSF";"210";"14";"274";"168";"16650";"314";"53,00"
"0024481";"SESAU USF NOVA BAHIA CONSELHEIRO DE SAUDE EDNEY A DE CAMPOS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439851";"EQUIPE AMARELA";"eSF";"275";"169";"376";"274";"27350";"494";"55,40"
"0024341";"SESAU USF JARDIM ITAMARACA EDSON QUINTINO MENDES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439614";"EQUIPE FLORA DO CERRADO";"eSF";"216";"81";"247";"179";"18075";"299";"60,50"
"0028835";"SESAU USF PARQUE DO SOL DR BENJAMIM ASATO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439975";"EQUIPE FENIX";"eSF";"184";"33";"180";"125";"13050";"237";"55,10"
"0028835";"SESAU USF PARQUE DO SOL DR BENJAMIM ASATO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439959";"EQUIPE AGUIA";"eSF";"71";"25";"60";"48";"5100";"86";"59,30"
"0024473";"SESAU USF CORONEL ANTONINO DR ARTHUR VASCONCELOS DIAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439835";"EQUIPE PANTANAL";"eSF";"176";"102";"249";"223";"18750";"469";"40,00"
"9439919";"SESAU USF VILA COX";"CENTRO DE SAUDE/UNIDADE BASICA";"0001667874";"EQUIPE AZUL";"eSF";"153";"75";"176";"107";"12775";"238";"53,70"
"3285294";"SESAU USF JARDIM LOS ANGELES SEBASTIAO LUIZ NOGUEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001707914";"EQUIPE LILAS";"eSF";"26";"9";"14";"13";"1550";"34";"45,60"
"7108001";"SESAU USF JARDIM BOTAFOGO DR ELIZABETH WANDERLE TOBARU";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440701";"EQUIPE AREA VERMELHA";"eSF";"247";"126";"279";"214";"21650";"375";"57,70"
"2752530";"SESAU CF DRA MARCIA DE SA EARP NOVA LIMA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440027";"EQUIPE AGUA";"eSF";"209";"107";"229";"146";"17275";"270";"64,00"
"3285294";"SESAU USF JARDIM LOS ANGELES SEBASTIAO LUIZ NOGUEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440264";"EQUIPE AMARELA";"eSF";"251";"83";"302";"175";"20275";"343";"59,10"
"9022007";"SESAU USF ANA MARIA DO COUTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440388";"EQUIPE FORCA E GRACA";"eSF";"229";"125";"268";"162";"19600";"306";"64,10"
"0010251";"SESAU USF CAICARA DR ALBERTO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439282";"EQUIPE FENIX";"eSF";"348";"15";"522";"384";"31725";"677";"46,90"
"2874474";"SESAU USF SANTA EMILIA JEFERSON RODRIGUES DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439045";"EQUIPE LOBO GUARA";"eSF";"293";"22";"338";"228";"22025";"407";"54,10"
"0010197";"SESAU USF SERRADINHO DR SUMIE IKEDA RODRIGUES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439169";"0125 - EQUIPE ANDORINHA";"eSF";"409";"236";"444";"330";"35475";"613";"57,90"
"9439919";"SESAU USF VILA COX";"CENTRO DE SAUDE/UNIDADE BASICA";"0001667866";"EQUIPE AMARELA";"eSF";"199";"78";"179";"157";"15325";"269";"57,00"
"0010146";"SESAU USF MATA DO JACINTO DR ADEMAR GUEDES DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000438995";"EQUIPE VERMELHA";"eSF";"285";"40";"390";"279";"24850";"538";"46,20"
"7096895";"SESAU USF JARDIM BATISTAO DR HELIO MARTINS COELHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001707906";"EQUIPE ARARA AZUL";"eSF";"192";"48";"180";"139";"13975";"254";"55,00"
"0024473";"SESAU USF CORONEL ANTONINO DR ARTHUR VASCONCELOS DIAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439843";"EQUIPE ELITE";"eSF";"366";"247";"478";"371";"36550";"658";"55,50"
"7568835";"SESAU USF VILA FERNANDA MARIA IVONE DE O NASCIMENTO ARAKAKI";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644483";"EQUIPE VERDE";"eSF";"160";"50";"168";"104";"12050";"219";"55,00"
"0028827";"SESAU CF MARIA DE LOURDES DOS SANTOS PORTAL CAIOBA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439908";"EQUIPE ROSA";"eSF";"344";"162";"356";"203";"26625";"417";"63,80"
"3598209";"SESAU USF AERO ITALIA HERBERTO CALADO REBELO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001717391";"EQUIPE HORTO FLORESTAL";"eSF";"181";"92";"242";"158";"16825";"294";"57,20"
"0028851";"SESAU USF COOPHAVILA II ALFREDO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0001706535";"EQUIPE ARARA AZUL";"eSF";"268";"117";"291";"214";"22250";"402";"55,30"
"3198278";"SESAU USF PAULO COELHO MACHADO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440213";"EQUIPE OURO";"eSF";"194";"55";"238";"173";"16500";"277";"59,60"
"7108001";"SESAU USF JARDIM BOTAFOGO DR ELIZABETH WANDERLE TOBARU";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440698";"EQUIPE AREA LILAS";"eSF";"223";"98";"275";"191";"19675";"352";"55,90"
"3334406";"SESAU USF NOVA ESPERANCA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440337";"EQUIPE PIRATININGA";"eSF";"428";"85";"551";"329";"34825";"631";"55,20"
"6731198";"SESAU USF JOSE TAVARES DO COUTO DR FERNANDO DE ARRUDA TORRES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440574";"EQUIPE SOL";"eSF";"248";"146";"290";"184";"21700";"346";"62,70"
"6731198";"SESAU USF JOSE TAVARES DO COUTO DR FERNANDO DE ARRUDA TORRES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440582";"EQUIPE LUZ";"eSF";"238";"130";"269";"189";"20650";"313";"66,00"
"9439919";"SESAU USF VILA COX";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439231";"EQUIPE ROSA";"eSF";"264";"105";"286";"214";"21725";"386";"56,30"
"0021679";"SESAU USF TRES BARRAS DRA MARIA JOSE DE PAULI";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439592";"EQUIPE ACACIA";"eSF";"72";"48";"79";"59";"6450";"107";"60,30"
"9230246";"SESAU USF SIRIO LIBANES DR SYRZIL WILSON MAKSOUD";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439355";"EQUIPE FLORA";"eSF";"188";"126";"247";"173";"18350";"302";"60,80"
"0010189";"SESAU USF LAR DO TRABALHADOR DR NICOLAU FRAGELLI";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439118";"EQUIPE AMARELA";"eSF";"317";"164";"616";"447";"38600";"936";"41,20"
"0010340";"SESAU USF ALVES PEREIRA DR WALFRIDO AZAMBUJA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439479";"EQUIPE VERDE";"eSF";"194";"86";"215";"165";"16500";"270";"61,10"
"3311260";"SESAU USF SAO CONRADO PASTOR ELISEU FEITOSA DE ALENCAR";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440329";"EQUIPE VERDE";"eSF";"153";"80";"144";"108";"12125";"222";"54,60"
"6585612";"SESAU USF VIDA NOVA III AQUINO DIAS BEZERRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440566";"EQUIPE TARSILA";"eSF";"255";"75";"316";"184";"20750";"335";"61,90"
"0024422";"SESAU USF SANTA CARMELIA DR ALBINO COIMBRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001614843";"EQUIPE APORE";"eSF";"283";"141";"361";"271";"26400";"526";"50,20"
"3080021";"SESAU USF JARDIM TARUMA DR EMILIO GARBELOTI NETO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440205";"EQUIPE AMARELO";"eSF";"199";"17";"205";"176";"14925";"309";"48,30"
"0024473";"SESAU USF CORONEL ANTONINO DR ARTHUR VASCONCELOS DIAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001675931";"EQUIPE AGUIA";"eSF";"338";"213";"548";"350";"36225";"632";"57,30"
"0028789";"SESAU USF MORENINHA III DR JUDSON TADEU RIBAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001705792";"EQUIPE IPE";"eSF";"279";"138";"210";"194";"20525";"372";"55,20"
"5506158";"SESAU CF DR MAURO R BARROS WANDERLEY IRACY COELHO NETTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440442";"EQUIPE IPE AZUL";"eSF";"376";"203";"424";"277";"32000";"510";"62,70"
"5672341";"SESAU USF ESTRELA DALVA DR JOAO MIGUEL BASMAGE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440450";"EQUIPE ROSA";"eSF";"218";"131";"245";"146";"18500";"286";"64,70"
"0021792";"SESAU USF ANHANDUI DR BENTO DE ASSIS MACHADO";"CENTRO DE SAUDE/UNIDADE BASICA";"0002163845";"EQUIPE AGUIA";"eSF";"58";"5";"30";"32";"3125";"96";"32,60"
"0010332";"SESAU USF SAO FRANCISCO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439460";"EQUIPE AGUIA";"eSF";"185";"120";"142";"144";"14775";"238";"62,10"
"9983406";"SESAU USF ARNALDO ESTEVAO DE FIGUEIREDO DR EDGAR PEDRO R S";"CENTRO DE SAUDE/UNIDADE BASICA";"0001698168";"EQUIPE SONIA REGINA";"eSF";"282";"152";"304";"235";"24325";"388";"62,70"
"0010235";"SESAU USF VILA NASSER DR MILTON KOJO CHINEN";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439223";"EQUIPE ROSA";"eSF";"271";"189";"296";"249";"25125";"443";"56,70"
"0010294";"SESAU USF JOSE ABRAO DR ELIAS NASSER NETO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439347";"EQUIPE JOSE ABRAO";"eSF";"301";"141";"367";"262";"26775";"451";"59,40"
"0028827";"SESAU CF MARIA DE LOURDES DOS SANTOS PORTAL CAIOBA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439924";"EQUIPE AZUL";"eSF";"237";"107";"216";"109";"16725";"294";"56,90"
"9022007";"SESAU USF ANA MARIA DO COUTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001482602";"EQUIPE GARRA";"eSF";"381";"202";"494";"372";"36225";"696";"52,00"
"3005690";"SESAU USF JARDIM NOROESTE";"CENTRO DE SAUDE/UNIDADE BASICA";"0002296926";"EQUIPE AGUIA DOURADA";"eSF";"255";"29";"231";"192";"17675";"346";"51,10"
"5672341";"SESAU USF ESTRELA DALVA DR JOAO MIGUEL BASMAGE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440477";"EQUIPE VERDE";"eSF";"277";"137";"347";"251";"25300";"460";"55,00"
"3051358";"SESAU USF MARIO COVAS DR WAGNER JORGE BORTOTTO GARCIA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440116";"EQUIPE AZUL";"eSF";"161";"39";"171";"117";"12200";"220";"55,50"
"3361837";"SESAU USF SAO BENEDITO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440353";"EQUIPE SAO BENEDITO";"eSF";"210";"118";"276";"201";"20125";"376";"53,50"
"3499642";"SESAU USF JARDIM PRESIDENTE DR NASRI SIUFI";"CENTRO DE SAUDE/UNIDADE BASICA";"0002282089";"EQUIPE FORTES E GUERREIROS";"eSF";"248";"170";"289";"192";"22475";"343";"65,50"
"3598209";"SESAU USF AERO ITALIA HERBERTO CALADO REBELO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440361";"EQUIPE IPE ROXO";"eSF";"193";"110";"197";"157";"16425";"257";"63,90"
"0010340";"SESAU USF ALVES PEREIRA DR WALFRIDO AZAMBUJA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439495";"EQUIPE LARANJA";"eSF";"174";"89";"189";"122";"14350";"234";"61,30"
"0010154";"SESAU USF CARLOTA DR ASTROGILDO CARMONA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439010";"EQUIPE FENIX";"eSF";"340";"190";"644";"423";"39925";"753";"53,00"
"0010138";"SESAU USF SILVIA REGINA DRA ELEONORA M QUEVEDO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000438960";"EQUIPE ESTRELA";"eSF";"225";"118";"292";"207";"21050";"423";"49,80"
"0010235";"SESAU USF VILA NASSER DR MILTON KOJO CHINEN";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439258";"EQUIPE VERDE";"eSF";"148";"93";"155";"122";"12950";"215";"60,20"
"0010197";"SESAU USF SERRADINHO DR SUMIE IKEDA RODRIGUES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439134";"EQUIPE JOAO DE BARRO";"eSF";"238";"153";"252";"157";"20000";"309";"64,70"
"0010235";"SESAU USF VILA NASSER DR MILTON KOJO CHINEN";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644335";"EQUIPE AMARELO";"eSF";"231";"140";"222";"158";"18775";"334";"56,20"
"7108001";"SESAU USF JARDIM BOTAFOGO DR ELIZABETH WANDERLE TOBARU";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644696";"EQUIPE AREA VERDE";"eSF";"138";"61";"132";"122";"11325";"204";"55,50"
"0024473";"SESAU USF CORONEL ANTONINO DR ARTHUR VASCONCELOS DIAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001675958";"EQUIPE FENIX";"eSF";"306";"175";"565";"359";"35125";"686";"51,20"
"7568835";"SESAU USF VILA FERNANDA MARIA IVONE DE O NASCIMENTO ARAKAKI";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439916";"EQUIPE AZUL";"eSF";"198";"60";"203";"131";"14800";"257";"57,60"
"0010251";"SESAU USF CAICARA DR ALBERTO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0001482734";"EQUIPE ALPHA";"eSF";"141";"7";"208";"137";"12325";"453";"27,20"
"3334406";"SESAU USF NOVA ESPERANCA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440345";"EQUIPE PARATI";"eSF";"398";"94";"502";"382";"34400";"714";"48,20"
"3499642";"SESAU USF JARDIM PRESIDENTE DR NASRI SIUFI";"CENTRO DE SAUDE/UNIDADE BASICA";"0002282097";"EQUIPE AGUIA";"eSF";"293";"197";"319";"193";"25050";"363";"69,00"
"3198278";"SESAU USF PAULO COELHO MACHADO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440221";"EQUIPE ESMERALDA";"eSF";"254";"61";"277";"190";"19550";"306";"63,90"
"2752530";"SESAU CF DRA MARCIA DE SA EARP NOVA LIMA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001674196";"EQUIPE TERRA";"eSF";"328";"152";"400";"260";"28500";"465";"61,30"
"0010146";"SESAU USF MATA DO JACINTO DR ADEMAR GUEDES DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439002";"EQUIPE AZUL";"eSF";"163";"22";"502";"325";"25300";"795";"31,80"
"0010340";"SESAU USF ALVES PEREIRA DR WALFRIDO AZAMBUJA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439487";"EQUIPE AMARELA";"eSF";"329";"165";"371";"268";"28325";"459";"61,70"
"0024465";"SESAU USF DONA NETA GUANANDI ENG ARTHUR HOKAMA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439800";"EQUIPE OURO";"eSF";"635";"177";"877";"564";"56325";"1027";"54,80"
"0024457";"SESAU USF TIRADENTES DR ANTONIO PEREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001707949";"EQUIPE NOGUEIRA";"eSF";"185";"25";"98";"142";"11250";"305";"36,90"
"0010219";"SESAU USF INDUBRASIL MANOEL SECCO THOME";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644327";"EQUIPE AZUL";"eSF";"147";"60";"151";"126";"12100";"214";"56,50"
"9443525";"SESAU USF OLIVEIRA II BENEDITO MARTINS GONCALVES";"CENTRO DE SAUDE/UNIDADE BASICA";"0001474561";"EQUIPE UNIAO";"eSF";"323";"35";"488";"331";"29425";"604";"48,70"
