Ministério da Saúde MS
Secretaria de Atenção Primária à Saúde SAPS
Sistema de Informação para a Atenção Primária à Saúde – SIAPS
Dado gerado em: 13 de outubro de 2025 - 08:01h
Relatório Qualidade - Visão por Competência

Dados Sócio Demográficos:
UF: MS
Município: 500270 / CAMPO GRANDE

Filtro:
Indicador: Cuidado da pessoa com Diabetes
Competência selecionada: AGO/25
Tipo de Equipe: eAP, eSF

CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;TER REALIZADO PELO MENOS 01 CONSULTA PRESENCIAL OU REMOTA POR PROFISSIONAL MÉDICA(O) OU ENFERMEIRA(O), NOS ÚLTIMOS 6 MESES;TER PELO MENOS 01 REGISTRO DE MEDIÇÃO DA PRESSÃO ARTERIAL, REALIZADO NOS ÚLTIMOS 6 MESES;TER PELO MENOS 02 VISITAS DOMICILIARES POR ACS/TACS, COM INTERVALO MÍNIMO DE 30 DIAS, REALIZADAS NOS ÚLTIMOS 12 MESES ;TER REALIZADO PELO MENOS 01 (UM) REGISTRO DE PESO E ALTURA, NOS ÚLTIMOS 12 MESES;TER PELO MENOS 01 REGISTRO DE HEMOGLOBINA GLICADA, SOLICITADA OU AVALIADA, NOS ÚLTIMOS 12 MESES;TER PELO MENOS 01 REGISTRO DE AVALIAÇÃO DOS PÉS, REALIZADO NOS ÚLTIMOS 15 MESES;SOMATÓRIO DE BOAS PRÁTICAS REALIZADAS PARA PESSOAS COM DIABETES VINCULADAS À EQUIPE;NÚMERO TOTAL DE PESSOAS COM DIABETES VINCULADAS À EQUIPE;PONTUAÇÃO
"0010189";"SESAU USF LAR DO TRABALHADOR DR NICOLAU FRAGELLI";"CENTRO DE SAUDE/UNIDADE BASICA";"0002343339";"EQUIPE VERMELHA EAP 01";"eAP";"50";"45";"67";"57";"11";"1";"4290";"79";"54,30"
"0010170";"SESAU USF VILA POPULAR DR VESPASIANO BARBOSA MARTINS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439088";"EQUIPE FENIX";"eSF";"97";"95";"117";"96";"74";"2";"8285";"128";"64,70"
"3080021";"SESAU USF JARDIM TARUMA DR EMILIO GARBELOTI NETO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440191";"EQUIPE AZUL";"eSF";"116";"109";"138";"35";"50";"33";"8485";"157";"54,00"
"0010197";"SESAU USF SERRADINHO DR SUMIE IKEDA RODRIGUES";"CENTRO DE SAUDE/UNIDADE BASICA";"0001717340";"EQUIPE ARARA AZUL";"eSF";"100";"81";"86";"83";"94";"21";"7905";"113";"70,00"
"0010316";"SESAU USF CIDADE MORENA DR VICENTE FRAGELLI";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439401";"EQUIPE ROSA";"eSF";"146";"126";"129";"142";"97";"31";"11440";"180";"63,60"
"9443525";"SESAU USF OLIVEIRA II BENEDITO MARTINS GONCALVES";"CENTRO DE SAUDE/UNIDADE BASICA";"0001667947";"EQUIPE ANTONIO JOAO ESCOBAR";"eSF";"98";"81";"117";"68";"91";"18";"8170";"131";"62,40"
"0010308";"SESAU USF JOCKEY CLUB DR JORGE DAVID NASSER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439762";"EQUIPE IPE AMARELO";"eSF";"228";"159";"254";"62";"162";"5";"15460";"338";"45,70"
"0010413";"SESAU USF JARDIM MACAUBAS DR SONI LYDIA SOUZA WOLF";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439525";"EQUIPE CACTO";"eSF";"81";"53";"102";"40";"32";"4";"5595";"113";"49,50"
"2874474";"SESAU USF SANTA EMILIA JEFERSON RODRIGUES DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0002252198";"EQUIPE JOAO DE BARRO";"eSF";"159";"138";"146";"102";"139";"23";"12130";"175";"69,30"
"0028789";"SESAU USF MORENINHA III DR JUDSON TADEU RIBAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439886";"EQUIPE POETA";"eSF";"146";"130";"138";"121";"146";"27";"12040";"156";"77,20"
"0010332";"SESAU USF SAO FRANCISCO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644963";"EQUIPE GOLD";"eSF";"96";"87";"83";"104";"51";"3";"7255";"113";"64,20"
"0010138";"SESAU USF SILVIA REGINA DRA ELEONORA M QUEVEDO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000438979";"EQUIPE LUA";"eSF";"112";"105";"133";"101";"39";"3";"8620";"146";"59,00"
"0024465";"SESAU USF DONA NETA GUANANDI ENG ARTHUR HOKAMA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439827";"EQUIPE AGUIA";"eSF";"178";"150";"241";"115";"69";"103";"14935";"284";"52,60"
"0024430";"SESAU USF UNIVERSITARIO DR GERMANO BARROS DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439703";"EQUIPE YPE";"eSF";"189";"188";"222";"180";"110";"10";"15540";"264";"58,90"
"0028851";"SESAU USF COOPHAVILA II ALFREDO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440019";"EQUIPE DOURADA";"eSF";"112";"100";"122";"93";"113";"5";"9345";"141";"66,30"
"3285294";"SESAU USF JARDIM LOS ANGELES SEBASTIAO LUIZ NOGUEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440256";"EQUIPE AZUL";"eSF";"64";"62";"63";"49";"45";"5";"4955";"82";"60,40"
"0010197";"SESAU USF SERRADINHO DR SUMIE IKEDA RODRIGUES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439150";"EQUIPE MORENA";"eSF";"109";"95";"100";"91";"104";"4";"8590";"142";"60,50"
"3051374";"SESAU USF JARDIM AZALEIA DRA ALDA GUEDES GARCIA OLIVEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440140";"EQUIPE 129";"eSF";"191";"189";"257";"204";"170";"26";"17795";"265";"67,20"
"3499642";"SESAU USF JARDIM PRESIDENTE DR NASRI SIUFI";"CENTRO DE SAUDE/UNIDADE BASICA";"0002282070";"EQUIPE ALFA";"eSF";"246";"214";"222";"220";"258";"52";"20520";"265";"77,40"
"0010413";"SESAU USF JARDIM MACAUBAS DR SONI LYDIA SOUZA WOLF";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644718";"EQUIPE VIOLETA";"eSF";"114";"99";"136";"47";"31";"4";"7715";"149";"51,80"
"0010251";"SESAU USF CAICARA DR ALBERTO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439274";"EQUIPE DIAMANTE";"eSF";"112";"106";"147";"26";"29";"4";"7655";"180";"42,50"
"0010154";"SESAU USF CARLOTA DR ASTROGILDO CARMONA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439037";"EQUIPE CACTOS";"eSF";"132";"120";"165";"122";"129";"6";"11595";"194";"59,80"
"0010308";"SESAU USF JOCKEY CLUB DR JORGE DAVID NASSER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439398";"EQUIPE TUCUNARE";"eSF";"144";"89";"208";"37";"97";"7";"10490";"226";"46,40"
"0010138";"SESAU USF SILVIA REGINA DRA ELEONORA M QUEVEDO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000438987";"EQUIPE SOL";"eSF";"96";"87";"120";"87";"22";"4";"7320";"135";"54,20"
"7568835";"SESAU USF VILA FERNANDA MARIA IVONE DE O NASCIMENTO ARAKAKI";"CENTRO DE SAUDE/UNIDADE BASICA";"0001550799";"EQUIPE ROXA";"eSF";"139";"117";"160";"103";"74";"8";"10510";"174";"60,40"
"0024430";"SESAU USF UNIVERSITARIO DR GERMANO BARROS DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439711";"EQUIPE AGUIA";"eSF";"157";"151";"159";"147";"95";"6";"12305";"217";"56,70"
"0024465";"SESAU USF DONA NETA GUANANDI ENG ARTHUR HOKAMA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001558056";"EQUIPE FENIX";"eSF";"130";"122";"192";"54";"84";"19";"10625";"230";"46,20"
"0024465";"SESAU USF DONA NETA GUANANDI ENG ARTHUR HOKAMA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439819";"EQUIPE GAVIAO";"eSF";"203";"189";"232";"141";"116";"96";"16830";"283";"59,50"
"0010308";"SESAU USF JOCKEY CLUB DR JORGE DAVID NASSER";"CENTRO DE SAUDE/UNIDADE BASICA";"0001707930";"EQUIPE CASTOLDI";"eSF";"240";"110";"233";"40";"130";"8";"13780";"354";"38,90"
"5506158";"SESAU CF DR MAURO R BARROS WANDERLEY IRACY COELHO NETTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001482793";"EQUIPE IPE AMARELO";"eSF";"126";"107";"132";"118";"95";"13";"10155";"165";"61,50"
"0028851";"SESAU USF COOPHAVILA II ALFREDO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440000";"EQUIPE PRAIA";"eSF";"145";"119";"134";"133";"134";"9";"11505";"171";"67,30"
"5672341";"SESAU USF ESTRELA DALVA DR JOAO MIGUEL BASMAGE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440485";"EQUIPE VERMELHA";"eSF";"118";"103";"155";"117";"73";"4";"9915";"182";"54,50"
"3051358";"SESAU USF MARIO COVAS DR WAGNER JORGE BORTOTTO GARCIA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440124";"EQUIPE ROXA";"eSF";"80";"75";"80";"50";"69";"0";"6110";"95";"64,30"
"9898271";"SESAU USF DOM ANTONIO BARBOSA DR EVANDRO M DE ARRUDA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001717766";"EQUIPE VIOLETA";"eSF";"70";"50";"77";"17";"51";"3";"4755";"90";"52,80"
"5672341";"SESAU USF ESTRELA DALVA DR JOAO MIGUEL BASMAGE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440493";"EQUIPE AZUL";"eSF";"124";"102";"170";"119";"51";"4";"10020";"189";"53,00"
"0028835";"SESAU USF PARQUE DO SOL DR BENJAMIM ASATO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439940";"EQUIPE ARARA AZUL";"eSF";"154";"139";"188";"117";"122";"4";"12570";"196";"64,10"
"0010251";"SESAU USF CAICARA DR ALBERTO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439266";"EQUIPE OURO";"eSF";"130";"105";"147";"33";"29";"25";"8420";"174";"48,40"
"7108052";"SESAU USF JARDIM ANTARTICA DR NELSON ASSEF BUAINAIN";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440809";"EQUIPE VERMELHA";"eSF";"64";"57";"80";"13";"42";"2";"4590";"94";"48,80"
"0010154";"SESAU USF CARLOTA DR ASTROGILDO CARMONA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439029";"EQUIPE YPE AMARELO";"eSF";"183";"162";"245";"175";"119";"15";"15625";"269";"58,10"
"0024457";"SESAU USF TIRADENTES DR ANTONIO PEREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001707922";"EQUIPE TRES BARRAS";"eSF";"77";"60";"37";"43";"69";"2";"4890";"124";"39,40"
"0021792";"SESAU USF ANHANDUI DR BENTO DE ASSIS MACHADO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439606";"EQUIPE FENIX";"eSF";"185";"203";"234";"41";"96";"22";"13810";"238";"58,00"
"0010170";"SESAU USF VILA POPULAR DR VESPASIANO BARBOSA MARTINS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001558021";"EQUIPE PEGASO";"eSF";"213";"206";"240";"182";"140";"51";"17745";"274";"64,80"
"0028835";"SESAU USF PARQUE DO SOL DR BENJAMIM ASATO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439967";"EQUIPE LAJEADO";"eSF";"117";"96";"136";"75";"92";"3";"9050";"154";"58,80"
"3051374";"SESAU USF JARDIM AZALEIA DRA ALDA GUEDES GARCIA OLIVEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440159";"EQUIPE 130";"eSF";"119";"109";"161";"129";"73";"6";"10355";"175";"59,20"
"3598209";"SESAU USF AERO ITALIA HERBERTO CALADO REBELO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440396";"EQUIPE ARARA AZUL";"eSF";"88";"85";"83";"89";"67";"2";"7065";"105";"67,30"
"0010278";"SESAU USF MARIA APARECIDA PEDROSSIAN";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439290";"EQUIPE SAO JOSE";"eSF";"87";"72";"74";"76";"57";"1";"6310";"121";"52,10"
"2752530";"SESAU CF DRA MARCIA DE SA EARP NOVA LIMA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440035";"EQUIPE AR";"eSF";"128";"110";"146";"136";"139";"46";"11945";"166";"72,00"
"3005690";"SESAU USF JARDIM NOROESTE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440043";"EQUIPE ARARA AZUL";"eSF";"137";"126";"124";"88";"98";"17";"10155";"166";"61,20"
"0010146";"SESAU USF MATA DO JACINTO DR ADEMAR GUEDES DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644939";"EQUIPE VERDE";"eSF";"163";"148";"212";"111";"12";"13";"11760";"254";"46,30"
"0010200";"SESAU USF JARDIM BONANCA DR HIROSE ADANIA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439177";"EQUIPE LEOPARDO";"eSF";"113";"104";"137";"115";"14";"4";"8555";"158";"54,10"
"3285294";"SESAU USF JARDIM LOS ANGELES SEBASTIAO LUIZ NOGUEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440280";"EQUIPE VERMELHA";"eSF";"131";"116";"136";"97";"88";"12";"10035";"175";"57,30"
"0010162";"SESAU USF BURITI DR IVAN HIDELBRAND DA COSTA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439053";"EQUIPE CEREJEIRA";"eSF";"103";"94";"126";"33";"46";"1";"7190";"144";"49,90"
"0024481";"SESAU USF NOVA BAHIA CONSELHEIRO DE SAUDE EDNEY A DE CAMPOS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439851";"EQUIPE AMARELA";"eSF";"111";"86";"137";"101";"62";"11";"8860";"163";"54,40"
"0024341";"SESAU USF JARDIM ITAMARACA EDSON QUINTINO MENDES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439614";"EQUIPE FLORA DO CERRADO";"eSF";"126";"106";"129";"99";"103";"20";"10020";"157";"63,80"
"0028835";"SESAU USF PARQUE DO SOL DR BENJAMIM ASATO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439975";"EQUIPE FENIX";"eSF";"140";"125";"130";"94";"134";"6";"10785";"163";"66,20"
"0028835";"SESAU USF PARQUE DO SOL DR BENJAMIM ASATO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439959";"EQUIPE AGUIA";"eSF";"49";"50";"58";"41";"27";"6";"4000";"68";"58,80"
"0024473";"SESAU USF CORONEL ANTONINO DR ARTHUR VASCONCELOS DIAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439835";"EQUIPE PANTANAL";"eSF";"56";"53";"52";"57";"48";"0";"4530";"79";"57,30"
"9439919";"SESAU USF VILA COX";"CENTRO DE SAUDE/UNIDADE BASICA";"0001667874";"EQUIPE AZUL";"eSF";"61";"57";"65";"62";"47";"1";"5025";"90";"55,80"
"3285294";"SESAU USF JARDIM LOS ANGELES SEBASTIAO LUIZ NOGUEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001707914";"EQUIPE LILAS";"eSF";"10";"8";"7";"9";"11";"2";"790";"14";"56,40"
"7108001";"SESAU USF JARDIM BOTAFOGO DR ELIZABETH WANDERLE TOBARU";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440701";"EQUIPE AREA VERMELHA";"eSF";"114";"109";"149";"117";"47";"8";"9475";"174";"54,50"
"2752530";"SESAU CF DRA MARCIA DE SA EARP NOVA LIMA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440027";"EQUIPE AGUA";"eSF";"115";"98";"130";"105";"98";"25";"9790";"140";"69,90"
"3285294";"SESAU USF JARDIM LOS ANGELES SEBASTIAO LUIZ NOGUEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440264";"EQUIPE AMARELA";"eSF";"135";"132";"165";"100";"77";"11";"10800";"183";"59,00"
"9022007";"SESAU USF ANA MARIA DO COUTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440388";"EQUIPE FORCA E GRACA";"eSF";"150";"148";"169";"135";"98";"8";"12215";"181";"67,50"
"0010251";"SESAU USF CAICARA DR ALBERTO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439282";"EQUIPE FENIX";"eSF";"124";"109";"156";"40";"71";"11";"9065";"173";"52,40"
"2874474";"SESAU USF SANTA EMILIA JEFERSON RODRIGUES DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439045";"EQUIPE LOBO GUARA";"eSF";"142";"122";"144";"58";"117";"2";"10205";"177";"57,70"
"0010197";"SESAU USF SERRADINHO DR SUMIE IKEDA RODRIGUES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439169";"0125 - EQUIPE ANDORINHA";"eSF";"204";"174";"225";"188";"175";"11";"16800";"260";"64,60"
"9439919";"SESAU USF VILA COX";"CENTRO DE SAUDE/UNIDADE BASICA";"0001667866";"EQUIPE AMARELA";"eSF";"103";"97";"100";"85";"88";"12";"8290";"124";"66,90"
"0010146";"SESAU USF MATA DO JACINTO DR ADEMAR GUEDES DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000438995";"EQUIPE VERMELHA";"eSF";"159";"139";"186";"74";"12";"7";"10380";"217";"47,80"
"7096895";"SESAU USF JARDIM BATISTAO DR HELIO MARTINS COELHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001707906";"EQUIPE ARARA AZUL";"eSF";"95";"78";"93";"70";"77";"19";"7420";"118";"62,90"
"0024473";"SESAU USF CORONEL ANTONINO DR ARTHUR VASCONCELOS DIAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439843";"EQUIPE ELITE";"eSF";"141";"129";"146";"151";"133";"4";"11995";"182";"65,90"
"7568835";"SESAU USF VILA FERNANDA MARIA IVONE DE O NASCIMENTO ARAKAKI";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644483";"EQUIPE VERDE";"eSF";"116";"107";"126";"86";"58";"49";"9340";"156";"59,90"
"0028827";"SESAU CF MARIA DE LOURDES DOS SANTOS PORTAL CAIOBA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439908";"EQUIPE ROSA";"eSF";"239";"209";"244";"215";"133";"82";"19245";"268";"71,80"
"3598209";"SESAU USF AERO ITALIA HERBERTO CALADO REBELO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001717391";"EQUIPE HORTO FLORESTAL";"eSF";"119";"106";"142";"117";"78";"7";"9840";"162";"60,70"
"0028851";"SESAU USF COOPHAVILA II ALFREDO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0001706535";"EQUIPE ARARA AZUL";"eSF";"105";"91";"130";"94";"119";"16";"9500";"151";"62,90"
"3198278";"SESAU USF PAULO COELHO MACHADO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440213";"EQUIPE OURO";"eSF";"134";"104";"138";"100";"100";"12";"10180";"157";"64,80"
"7108001";"SESAU USF JARDIM BOTAFOGO DR ELIZABETH WANDERLE TOBARU";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440698";"EQUIPE AREA LILAS";"eSF";"147";"125";"157";"120";"88";"12";"11255";"185";"60,80"
"3334406";"SESAU USF NOVA ESPERANCA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440337";"EQUIPE PIRATININGA";"eSF";"192";"176";"235";"132";"30";"25";"13985";"258";"54,20"
"6731198";"SESAU USF JOSE TAVARES DO COUTO DR FERNANDO DE ARRUDA TORRES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440574";"EQUIPE SOL";"eSF";"164";"150";"190";"148";"135";"6";"13665";"202";"67,60"
"6731198";"SESAU USF JOSE TAVARES DO COUTO DR FERNANDO DE ARRUDA TORRES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440582";"EQUIPE LUZ";"eSF";"161";"131";"193";"150";"147";"8";"13620";"204";"66,80"
"9439919";"SESAU USF VILA COX";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439231";"EQUIPE ROSA";"eSF";"127";"116";"136";"96";"90";"1";"9805";"169";"58,00"
"0021679";"SESAU USF TRES BARRAS DRA MARIA JOSE DE PAULI";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439592";"EQUIPE ACACIA";"eSF";"34";"31";"43";"41";"27";"7";"3130";"48";"65,20"
"9230246";"SESAU USF SIRIO LIBANES DR SYRZIL WILSON MAKSOUD";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439355";"EQUIPE FLORA";"eSF";"93";"87";"106";"96";"40";"0";"7325";"124";"59,10"
"0010189";"SESAU USF LAR DO TRABALHADOR DR NICOLAU FRAGELLI";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439118";"EQUIPE AMARELA";"eSF";"114";"96";"144";"120";"40";"1";"9015";"173";"52,10"
"0010340";"SESAU USF ALVES PEREIRA DR WALFRIDO AZAMBUJA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439479";"EQUIPE VERDE";"eSF";"118";"110";"132";"104";"79";"13";"9590";"151";"63,50"
"3311260";"SESAU USF SAO CONRADO PASTOR ELISEU FEITOSA DE ALENCAR";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440329";"EQUIPE VERDE";"eSF";"96";"94";"93";"96";"54";"0";"7440";"137";"54,30"
"6585612";"SESAU USF VIDA NOVA III AQUINO DIAS BEZERRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440566";"EQUIPE TARSILA";"eSF";"153";"132";"190";"129";"86";"9";"12200";"195";"62,60"
"0024422";"SESAU USF SANTA CARMELIA DR ALBINO COIMBRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001614843";"EQUIPE APORE";"eSF";"135";"119";"147";"125";"61";"10";"10365";"184";"56,30"
"3080021";"SESAU USF JARDIM TARUMA DR EMILIO GARBELOTI NETO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440205";"EQUIPE AMARELO";"eSF";"92";"85";"87";"33";"36";"27";"6295";"124";"50,80"
"0024473";"SESAU USF CORONEL ANTONINO DR ARTHUR VASCONCELOS DIAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001675931";"EQUIPE AGUIA";"eSF";"116";"109";"135";"123";"105";"32";"10555";"147";"71,80"
"0028789";"SESAU USF MORENINHA III DR JUDSON TADEU RIBAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001705792";"EQUIPE IPE";"eSF";"161";"133";"133";"139";"152";"23";"12585";"192";"65,50"
"5506158";"SESAU CF DR MAURO R BARROS WANDERLEY IRACY COELHO NETTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440442";"EQUIPE IPE AZUL";"eSF";"215";"193";"265";"211";"176";"67";"19305";"287";"67,30"
"5672341";"SESAU USF ESTRELA DALVA DR JOAO MIGUEL BASMAGE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440450";"EQUIPE ROSA";"eSF";"133";"108";"153";"135";"70";"1";"10430";"175";"59,60"
"0021792";"SESAU USF ANHANDUI DR BENTO DE ASSIS MACHADO";"CENTRO DE SAUDE/UNIDADE BASICA";"0002163845";"EQUIPE AGUIA";"eSF";"27";"23";"13";"5";"8";"1";"1355";"38";"35,70"
"0010332";"SESAU USF SAO FRANCISCO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439460";"EQUIPE AGUIA";"eSF";"82";"77";"61";"86";"60";"1";"6220";"105";"59,20"
"9983406";"SESAU USF ARNALDO ESTEVAO DE FIGUEIREDO DR EDGAR PEDRO R S";"CENTRO DE SAUDE/UNIDADE BASICA";"0001698168";"EQUIPE SONIA REGINA";"eSF";"148";"121";"153";"109";"63";"46";"11105";"173";"64,20"
"0010235";"SESAU USF VILA NASSER DR MILTON KOJO CHINEN";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439223";"EQUIPE ROSA";"eSF";"113";"105";"100";"115";"66";"11";"8715";"149";"58,50"
"0010294";"SESAU USF JOSE ABRAO DR ELIAS NASSER NETO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439347";"EQUIPE JOSE ABRAO";"eSF";"148";"131";"172";"124";"102";"113";"13450";"192";"70,10"
"0028827";"SESAU CF MARIA DE LOURDES DOS SANTOS PORTAL CAIOBA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439924";"EQUIPE AZUL";"eSF";"182";"155";"168";"143";"161";"23";"14230";"206";"69,10"
"9022007";"SESAU USF ANA MARIA DO COUTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001482602";"EQUIPE GARRA";"eSF";"164";"151";"218";"163";"189";"14";"15395";"252";"61,10"
"3005690";"SESAU USF JARDIM NOROESTE";"CENTRO DE SAUDE/UNIDADE BASICA";"0002296926";"EQUIPE AGUIA DOURADA";"eSF";"153";"131";"149";"81";"111";"15";"11110";"194";"57,30"
"5672341";"SESAU USF ESTRELA DALVA DR JOAO MIGUEL BASMAGE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440477";"EQUIPE VERDE";"eSF";"130";"96";"175";"126";"80";"4";"10690";"195";"54,80"
"3051358";"SESAU USF MARIO COVAS DR WAGNER JORGE BORTOTTO GARCIA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440116";"EQUIPE AZUL";"eSF";"124";"118";"138";"87";"86";"4";"9665";"158";"61,20"
"3361837";"SESAU USF SAO BENEDITO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440353";"EQUIPE SAO BENEDITO";"eSF";"69";"59";"77";"70";"54";"20";"5965";"90";"66,30"
"3499642";"SESAU USF JARDIM PRESIDENTE DR NASRI SIUFI";"CENTRO DE SAUDE/UNIDADE BASICA";"0002282089";"EQUIPE FORTES E GUERREIROS";"eSF";"132";"120";"138";"129";"133";"14";"11340";"153";"74,10"
"3598209";"SESAU USF AERO ITALIA HERBERTO CALADO REBELO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440361";"EQUIPE IPE ROXO";"eSF";"123";"118";"120";"116";"62";"51";"10065";"143";"70,40"
"0010340";"SESAU USF ALVES PEREIRA DR WALFRIDO AZAMBUJA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439495";"EQUIPE LARANJA";"eSF";"89";"77";"107";"88";"102";"16";"8165";"121";"67,50"
"0010154";"SESAU USF CARLOTA DR ASTROGILDO CARMONA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439010";"EQUIPE FENIX";"eSF";"137";"122";"195";"116";"113";"14";"12115";"213";"56,90"
"0010138";"SESAU USF SILVIA REGINA DRA ELEONORA M QUEVEDO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000438960";"EQUIPE ESTRELA";"eSF";"130";"120";"142";"115";"88";"17";"10540";"172";"61,30"
"0010235";"SESAU USF VILA NASSER DR MILTON KOJO CHINEN";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439258";"EQUIPE VERDE";"eSF";"71";"60";"65";"70";"37";"2";"5255";"88";"59,70"
"0010197";"SESAU USF SERRADINHO DR SUMIE IKEDA RODRIGUES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439134";"EQUIPE JOAO DE BARRO";"eSF";"149";"135";"170";"142";"142";"29";"13100";"180";"72,80"
