Ministério da Saúde MS
Secretaria de Atenção Primária à Saúde SAPS
Sistema de Informação para a Atenção Primária à Saúde – SIAPS
Dado gerado em: 10 de outubro de 2025 - 11:23h
Relatório Qualidade - Visão por Competência

Dados Sócio Demográficos:
UF: MS
Município: 500270 / CAMPO GRANDE

Filtro:
Indicador: Mais Acesso à Atenção Primária à Saúde
Competência selecionada: AGO/25
Tipo de Equipe: eAP, eSF

CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;NÚMERO TOTAL DE ATENDIMENTOS POR DEMANDA PROGRAMADA;NÚMERO TOTAL DE ATENDIMENTOS POR TODOS OS TIPOS DE DEMANDAS (ESPONTÂNEAS E PROGRAMADAS);PONTUAÇÃO
"0024430";"SESAU USF UNIVERSITARIO DR GERMANO BARROS DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439711";"EQUIPE AGUIA";"eSF";"1486";"4962";"29,95"
"0024465";"SESAU USF DONA NETA GUANANDI ENG ARTHUR HOKAMA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001558056";"EQUIPE FENIX";"eSF";"1698";"4394";"38,64"
"0024465";"SESAU USF DONA NETA GUANANDI ENG ARTHUR HOKAMA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439819";"EQUIPE GAVIAO";"eSF";"2426";"7846";"30,92"
"0010308";"SESAU USF JOCKEY CLUB DR JORGE DAVID NASSER";"CENTRO DE SAUDE/UNIDADE BASICA";"0001707930";"EQUIPE CASTOLDI";"eSF";"2646";"4079";"64,87"
"5506158";"SESAU CF DR MAURO R BARROS WANDERLEY IRACY COELHO NETTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001482793";"EQUIPE IPE AMARELO";"eSF";"1579";"8250";"19,14"
"0028851";"SESAU USF COOPHAVILA II ALFREDO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440000";"EQUIPE PRAIA";"eSF";"3025";"12402";"24,39"
"5672341";"SESAU USF ESTRELA DALVA DR JOAO MIGUEL BASMAGE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440485";"EQUIPE VERMELHA";"eSF";"1653";"5694";"29,03"
"3051358";"SESAU USF MARIO COVAS DR WAGNER JORGE BORTOTTO GARCIA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440124";"EQUIPE ROXA";"eSF";"929";"3724";"24,95"
"9898271";"SESAU USF DOM ANTONIO BARBOSA DR EVANDRO M DE ARRUDA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001717766";"EQUIPE VIOLETA";"eSF";"1638";"4956";"33,05"
"5672341";"SESAU USF ESTRELA DALVA DR JOAO MIGUEL BASMAGE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440493";"EQUIPE AZUL";"eSF";"1251";"4490";"27,86"
"0028835";"SESAU USF PARQUE DO SOL DR BENJAMIM ASATO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439940";"EQUIPE ARARA AZUL";"eSF";"1567";"7203";"21,75"
"0010251";"SESAU USF CAICARA DR ALBERTO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439266";"EQUIPE OURO";"eSF";"1720";"5119";"33,60"
"7108052";"SESAU USF JARDIM ANTARTICA DR NELSON ASSEF BUAINAIN";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440809";"EQUIPE VERMELHA";"eSF";"1550";"5060";"30,63"
"0010154";"SESAU USF CARLOTA DR ASTROGILDO CARMONA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439029";"EQUIPE YPE AMARELO";"eSF";"2254";"5638";"39,98"
"0024457";"SESAU USF TIRADENTES DR ANTONIO PEREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001707922";"EQUIPE TRES BARRAS";"eSF";"1389";"8480";"16,38"
"0021792";"SESAU USF ANHANDUI DR BENTO DE ASSIS MACHADO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439606";"EQUIPE FENIX";"eSF";"886";"5015";"17,67"
"0010170";"SESAU USF VILA POPULAR DR VESPASIANO BARBOSA MARTINS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001558021";"EQUIPE PEGASO";"eSF";"2432";"7041";"34,54"
"0028835";"SESAU USF PARQUE DO SOL DR BENJAMIM ASATO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439967";"EQUIPE LAJEADO";"eSF";"1450";"6899";"21,02"
"3051374";"SESAU USF JARDIM AZALEIA DRA ALDA GUEDES GARCIA OLIVEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440159";"EQUIPE 130";"eSF";"1365";"5742";"23,77"
"3598209";"SESAU USF AERO ITALIA HERBERTO CALADO REBELO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440396";"EQUIPE ARARA AZUL";"eSF";"1733";"5068";"34,19"
"0010278";"SESAU USF MARIA APARECIDA PEDROSSIAN";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439290";"EQUIPE SAO JOSE";"eSF";"1772";"7016";"25,26"
"2752530";"SESAU CF DRA MARCIA DE SA EARP NOVA LIMA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440035";"EQUIPE AR";"eSF";"1585";"5602";"28,29"
"3005690";"SESAU USF JARDIM NOROESTE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440043";"EQUIPE ARARA AZUL";"eSF";"2562";"14891";"17,21"
"0010146";"SESAU USF MATA DO JACINTO DR ADEMAR GUEDES DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644939";"EQUIPE VERDE";"eSF";"1859";"5646";"32,93"
"0010200";"SESAU USF JARDIM BONANCA DR HIROSE ADANIA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439177";"EQUIPE LEOPARDO";"eSF";"2451";"5132";"47,76"
"3285294";"SESAU USF JARDIM LOS ANGELES SEBASTIAO LUIZ NOGUEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440280";"EQUIPE VERMELHA";"eSF";"1353";"6940";"19,50"
"0010162";"SESAU USF BURITI DR IVAN HIDELBRAND DA COSTA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439053";"EQUIPE CEREJEIRA";"eSF";"1957";"6361";"30,77"
"0024481";"SESAU USF NOVA BAHIA CONSELHEIRO DE SAUDE EDNEY A DE CAMPOS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439851";"EQUIPE AMARELA";"eSF";"2025";"4298";"47,11"
"0024341";"SESAU USF JARDIM ITAMARACA EDSON QUINTINO MENDES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439614";"EQUIPE FLORA DO CERRADO";"eSF";"1199";"4157";"28,84"
"0028835";"SESAU USF PARQUE DO SOL DR BENJAMIM ASATO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439975";"EQUIPE FENIX";"eSF";"1701";"6566";"25,91"
"0028835";"SESAU USF PARQUE DO SOL DR BENJAMIM ASATO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439959";"EQUIPE AGUIA";"eSF";"1287";"6124";"21,02"
"0024473";"SESAU USF CORONEL ANTONINO DR ARTHUR VASCONCELOS DIAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439835";"EQUIPE PANTANAL";"eSF";"1760";"2876";"61,20"
"9439919";"SESAU USF VILA COX";"CENTRO DE SAUDE/UNIDADE BASICA";"0001667874";"EQUIPE AZUL";"eSF";"1163";"6353";"18,31"
"3285294";"SESAU USF JARDIM LOS ANGELES SEBASTIAO LUIZ NOGUEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001707914";"EQUIPE LILAS";"eSF";"651";"7239";"8,99"
"7108001";"SESAU USF JARDIM BOTAFOGO DR ELIZABETH WANDERLE TOBARU";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440701";"EQUIPE AREA VERMELHA";"eSF";"1704";"3915";"43,52"
"2752530";"SESAU CF DRA MARCIA DE SA EARP NOVA LIMA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440027";"EQUIPE AGUA";"eSF";"1755";"4993";"35,15"
"3285294";"SESAU USF JARDIM LOS ANGELES SEBASTIAO LUIZ NOGUEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440264";"EQUIPE AMARELA";"eSF";"1491";"8955";"16,65"
"9022007";"SESAU USF ANA MARIA DO COUTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440388";"EQUIPE FORCA E GRACA";"eSF";"1203";"3536";"34,02"
"0010251";"SESAU USF CAICARA DR ALBERTO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439282";"EQUIPE FENIX";"eSF";"1269";"3948";"32,14"
"2874474";"SESAU USF SANTA EMILIA JEFERSON RODRIGUES DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439045";"EQUIPE LOBO GUARA";"eSF";"1358";"7536";"18,02"
"0010197";"SESAU USF SERRADINHO DR SUMIE IKEDA RODRIGUES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439169";"0125 - EQUIPE ANDORINHA";"eSF";"1524";"12488";"12,20"
"9439919";"SESAU USF VILA COX";"CENTRO DE SAUDE/UNIDADE BASICA";"0001667866";"EQUIPE AMARELA";"eSF";"1622";"8335";"19,46"
"0010146";"SESAU USF MATA DO JACINTO DR ADEMAR GUEDES DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000438995";"EQUIPE VERMELHA";"eSF";"1544";"5146";"30,00"
"7096895";"SESAU USF JARDIM BATISTAO DR HELIO MARTINS COELHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001707906";"EQUIPE ARARA AZUL";"eSF";"1915";"9996";"19,16"
"0024473";"SESAU USF CORONEL ANTONINO DR ARTHUR VASCONCELOS DIAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439843";"EQUIPE ELITE";"eSF";"2252";"4560";"49,39"
"7568835";"SESAU USF VILA FERNANDA MARIA IVONE DE O NASCIMENTO ARAKAKI";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644483";"EQUIPE VERDE";"eSF";"963";"5330";"18,07"
"0028827";"SESAU CF MARIA DE LOURDES DOS SANTOS PORTAL CAIOBA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439908";"EQUIPE ROSA";"eSF";"2553";"10049";"25,41"
"3598209";"SESAU USF AERO ITALIA HERBERTO CALADO REBELO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001717391";"EQUIPE HORTO FLORESTAL";"eSF";"1706";"3908";"43,65"
"0028851";"SESAU USF COOPHAVILA II ALFREDO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0001706535";"EQUIPE ARARA AZUL";"eSF";"2528";"10579";"23,90"
"3198278";"SESAU USF PAULO COELHO MACHADO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440213";"EQUIPE OURO";"eSF";"1633";"11675";"13,99"
"7108001";"SESAU USF JARDIM BOTAFOGO DR ELIZABETH WANDERLE TOBARU";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440698";"EQUIPE AREA LILAS";"eSF";"1079";"3596";"30,01"
"3334406";"SESAU USF NOVA ESPERANCA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440337";"EQUIPE PIRATININGA";"eSF";"2768";"5914";"46,80"
"6731198";"SESAU USF JOSE TAVARES DO COUTO DR FERNANDO DE ARRUDA TORRES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440574";"EQUIPE SOL";"eSF";"2517";"7228";"34,82"
"6731198";"SESAU USF JOSE TAVARES DO COUTO DR FERNANDO DE ARRUDA TORRES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440582";"EQUIPE LUZ";"eSF";"1673";"4186";"39,97"
"9439919";"SESAU USF VILA COX";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439231";"EQUIPE ROSA";"eSF";"1332";"6663";"19,99"
"0021679";"SESAU USF TRES BARRAS DRA MARIA JOSE DE PAULI";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439592";"EQUIPE ACACIA";"eSF";"374";"2563";"14,59"
"9230246";"SESAU USF SIRIO LIBANES DR SYRZIL WILSON MAKSOUD";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439355";"EQUIPE FLORA";"eSF";"2076";"5117";"40,57"
"0010189";"SESAU USF LAR DO TRABALHADOR DR NICOLAU FRAGELLI";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439118";"EQUIPE AMARELA";"eSF";"1959";"3732";"52,49"
"0010340";"SESAU USF ALVES PEREIRA DR WALFRIDO AZAMBUJA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439479";"EQUIPE VERDE";"eSF";"1746";"4898";"35,65"
"3311260";"SESAU USF SAO CONRADO PASTOR ELISEU FEITOSA DE ALENCAR";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440329";"EQUIPE VERDE";"eSF";"2134";"4934";"43,25"
"6585612";"SESAU USF VIDA NOVA III AQUINO DIAS BEZERRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440566";"EQUIPE TARSILA";"eSF";"1433";"10166";"14,10"
"0024422";"SESAU USF SANTA CARMELIA DR ALBINO COIMBRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001614843";"EQUIPE APORE";"eSF";"1720";"5190";"33,14"
"3080021";"SESAU USF JARDIM TARUMA DR EMILIO GARBELOTI NETO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440205";"EQUIPE AMARELO";"eSF";"2094";"4128";"50,73"
"0024473";"SESAU USF CORONEL ANTONINO DR ARTHUR VASCONCELOS DIAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001675931";"EQUIPE AGUIA";"eSF";"1979";"4538";"43,61"
"0028789";"SESAU USF MORENINHA III DR JUDSON TADEU RIBAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001705792";"EQUIPE IPE";"eSF";"1092";"8706";"12,54"
"5506158";"SESAU CF DR MAURO R BARROS WANDERLEY IRACY COELHO NETTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440442";"EQUIPE IPE AZUL";"eSF";"1813";"10200";"17,77"
"5672341";"SESAU USF ESTRELA DALVA DR JOAO MIGUEL BASMAGE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440450";"EQUIPE ROSA";"eSF";"1848";"4724";"39,12"
"0021792";"SESAU USF ANHANDUI DR BENTO DE ASSIS MACHADO";"CENTRO DE SAUDE/UNIDADE BASICA";"0002163845";"EQUIPE AGUIA";"eSF";"1254";"5145";"24,37"
"0010332";"SESAU USF SAO FRANCISCO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439460";"EQUIPE AGUIA";"eSF";"2447";"6529";"37,48"
"9983406";"SESAU USF ARNALDO ESTEVAO DE FIGUEIREDO DR EDGAR PEDRO R S";"CENTRO DE SAUDE/UNIDADE BASICA";"0001698168";"EQUIPE SONIA REGINA";"eSF";"1713";"6569";"26,08"
"0010235";"SESAU USF VILA NASSER DR MILTON KOJO CHINEN";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439223";"EQUIPE ROSA";"eSF";"1507";"5469";"27,56"
"0010294";"SESAU USF JOSE ABRAO DR ELIAS NASSER NETO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439347";"EQUIPE JOSE ABRAO";"eSF";"2934";"5208";"56,34"
"0028827";"SESAU CF MARIA DE LOURDES DOS SANTOS PORTAL CAIOBA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439924";"EQUIPE AZUL";"eSF";"2625";"11437";"22,95"
"9022007";"SESAU USF ANA MARIA DO COUTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001482602";"EQUIPE GARRA";"eSF";"1481";"7346";"20,16"
"3005690";"SESAU USF JARDIM NOROESTE";"CENTRO DE SAUDE/UNIDADE BASICA";"0002296926";"EQUIPE AGUIA DOURADA";"eSF";"1937";"7025";"27,57"
"5672341";"SESAU USF ESTRELA DALVA DR JOAO MIGUEL BASMAGE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440477";"EQUIPE VERDE";"eSF";"1851";"5691";"32,53"
"3051358";"SESAU USF MARIO COVAS DR WAGNER JORGE BORTOTTO GARCIA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440116";"EQUIPE AZUL";"eSF";"1658";"7244";"22,89"
"3361837";"SESAU USF SAO BENEDITO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440353";"EQUIPE SAO BENEDITO";"eSF";"1773";"4883";"36,31"
"3499642";"SESAU USF JARDIM PRESIDENTE DR NASRI SIUFI";"CENTRO DE SAUDE/UNIDADE BASICA";"0002282089";"EQUIPE FORTES E GUERREIROS";"eSF";"1863";"11072";"16,83"
"3598209";"SESAU USF AERO ITALIA HERBERTO CALADO REBELO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440361";"EQUIPE IPE ROXO";"eSF";"1968";"6746";"29,17"
"0010340";"SESAU USF ALVES PEREIRA DR WALFRIDO AZAMBUJA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439495";"EQUIPE LARANJA";"eSF";"1825";"5844";"31,23"
"0010154";"SESAU USF CARLOTA DR ASTROGILDO CARMONA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439010";"EQUIPE FENIX";"eSF";"3218";"5496";"58,55"
"0010138";"SESAU USF SILVIA REGINA DRA ELEONORA M QUEVEDO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000438960";"EQUIPE ESTRELA";"eSF";"1810";"7750";"23,35"
"0010235";"SESAU USF VILA NASSER DR MILTON KOJO CHINEN";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439258";"EQUIPE VERDE";"eSF";"1834";"6097";"30,08"
"0010197";"SESAU USF SERRADINHO DR SUMIE IKEDA RODRIGUES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439134";"EQUIPE JOAO DE BARRO";"eSF";"1447";"12388";"11,68"
"0010235";"SESAU USF VILA NASSER DR MILTON KOJO CHINEN";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644335";"EQUIPE AMARELO";"eSF";"1486";"5994";"24,79"
"7108001";"SESAU USF JARDIM BOTAFOGO DR ELIZABETH WANDERLE TOBARU";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644696";"EQUIPE AREA VERDE";"eSF";"1361";"4397";"30,95"
"0024473";"SESAU USF CORONEL ANTONINO DR ARTHUR VASCONCELOS DIAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001675958";"EQUIPE FENIX";"eSF";"2025";"4422";"45,79"
"7568835";"SESAU USF VILA FERNANDA MARIA IVONE DE O NASCIMENTO ARAKAKI";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439916";"EQUIPE AZUL";"eSF";"1288";"10468";"12,30"
"0010251";"SESAU USF CAICARA DR ALBERTO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0001482734";"EQUIPE ALPHA";"eSF";"1053";"2536";"41,52"
"3334406";"SESAU USF NOVA ESPERANCA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440345";"EQUIPE PARATI";"eSF";"1863";"4149";"44,90"
"3499642";"SESAU USF JARDIM PRESIDENTE DR NASRI SIUFI";"CENTRO DE SAUDE/UNIDADE BASICA";"0002282097";"EQUIPE AGUIA";"eSF";"1619";"10569";"15,32"
"3198278";"SESAU USF PAULO COELHO MACHADO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440221";"EQUIPE ESMERALDA";"eSF";"1642";"13682";"12,00"
"2752530";"SESAU CF DRA MARCIA DE SA EARP NOVA LIMA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001674196";"EQUIPE TERRA";"eSF";"2886";"7598";"37,98"
"0010146";"SESAU USF MATA DO JACINTO DR ADEMAR GUEDES DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439002";"EQUIPE AZUL";"eSF";"1342";"6039";"22,22"
"0010340";"SESAU USF ALVES PEREIRA DR WALFRIDO AZAMBUJA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439487";"EQUIPE AMARELA";"eSF";"2081";"6004";"34,66"
"0024465";"SESAU USF DONA NETA GUANANDI ENG ARTHUR HOKAMA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439800";"EQUIPE OURO";"eSF";"2362";"6064";"38,95"
"0024457";"SESAU USF TIRADENTES DR ANTONIO PEREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001707949";"EQUIPE NOGUEIRA";"eSF";"1028";"10609";"9,69"
"0010219";"SESAU USF INDUBRASIL MANOEL SECCO THOME";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644327";"EQUIPE AZUL";"eSF";"2131";"5060";"42,11"
"9443525";"SESAU USF OLIVEIRA II BENEDITO MARTINS GONCALVES";"CENTRO DE SAUDE/UNIDADE BASICA";"0001474561";"EQUIPE UNIAO";"eSF";"2139";"4087";"52,34"
"3285294";"SESAU USF JARDIM LOS ANGELES SEBASTIAO LUIZ NOGUEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644688";"EQUIPE VERDE";"eSF";"1697";"7224";"23,49"

Fonte: Sistema de Informação para a Atenção Primária à Saúde - SIAPS
Dado preliminar
