Ministério da Saúde MS
Secretaria de Atenção Primária à Saúde SAPS
Sistema de Informação para a Atenção Primária à Saúde – SIAPS
Dado gerado em: 13 de outubro de 2025 - 13:28h
Relatório Qualidade - Visão por Competência

Dados Sócio Demográficos:
UF: MS
Município: 500270 / CAMPO GRANDE

Filtro:
Indicador: Prevenção do câncer na mulher
Competência selecionada: AGO/25
Tipo de Equipe: eAP, eSF

CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;TER REGISTRO DE PELO MENOS 01 EXAME DE RASTREAMENTO PARA CÂNCER DO COLO DE ÚTERO, SOLICITADO OU AVALIADO NOS ÚLTIMOS 36 MESES;MULHERES ENTRE 25 E 64 ANOS;TER REGISTRO DE PELO MENOS UMA DOSE DA VACINA HPV;CRIANÇAS E ADOLESCENTES DO SEXO FEMININO ENTRE 09 E 14 ANOS;TER REGISTRO DE ATENDIMENTOS PRESENCIAIS OU REMOTOS SOBRE ATENÇÃO À SAÚDE SEXUAL E REPRODUTIVA, REALIZADO NOS ÚLTIMOS 12 MESES;ADOLESCENTES DO SEXO FEMININO E MULHERES ENTRE 14 E 69 ANOS;TER REGISTRO DE PELO MENOS 01 EXAME DE RASTREAMENTO PARA CÂNCER DE MAMA EM MULHERES DE 50 A 69 ANOS, SOLICITADO OU AVALIADO NOS ÚLTIMOS 24 MESES;MULHERES ENTRE 50 E 69 ANOS;PONTUAÇÃO
"0010170";"SESAU USF VILA POPULAR DR VESPASIANO BARBOSA MARTINS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439088";"EQUIPE FENIX";"eSF";"36";"437";"84";"96";"26";"603";"5";"135";"29,90"
"3080021";"SESAU USF JARDIM TARUMA DR EMILIO GARBELOTI NETO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440191";"EQUIPE AZUL";"eSF";"9";"484";"50";"64";"13";"650";"1";"219";"24,50"
"0010197";"SESAU USF SERRADINHO DR SUMIE IKEDA RODRIGUES";"CENTRO DE SAUDE/UNIDADE BASICA";"0001717340";"EQUIPE ARARA AZUL";"eSF";"99";"673";"89";"107";"91";"904";"15";"208";"32,30"
"0010316";"SESAU USF CIDADE MORENA DR VICENTE FRAGELLI";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439401";"EQUIPE ROSA";"eSF";"63";"875";"118";"145";"50";"1162";"5";"332";"27,40"
"9443525";"SESAU USF OLIVEIRA II BENEDITO MARTINS GONCALVES";"CENTRO DE SAUDE/UNIDADE BASICA";"0001667947";"EQUIPE ANTONIO JOAO ESCOBAR";"eSF";"42";"543";"41";"53";"33";"709";"12";"231";"27,10"
"0010308";"SESAU USF JOCKEY CLUB DR JORGE DAVID NASSER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439762";"EQUIPE IPE AMARELO";"eSF";"37";"1336";"97";"123";"158";"1762";"6";"668";"27,20"
"0010413";"SESAU USF JARDIM MACAUBAS DR SONI LYDIA SOUZA WOLF";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439525";"EQUIPE CACTO";"eSF";"22";"469";"84";"96";"23";"625";"4";"178";"28,70"
"2874474";"SESAU USF SANTA EMILIA JEFERSON RODRIGUES DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0002252198";"EQUIPE JOAO DE BARRO";"eSF";"72";"605";"103";"117";"69";"825";"7";"243";"31,90"
"0028789";"SESAU USF MORENINHA III DR JUDSON TADEU RIBAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439886";"EQUIPE POETA";"eSF";"100";"607";"97";"124";"39";"849";"6";"208";"28,80"
"0010332";"SESAU USF SAO FRANCISCO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644963";"EQUIPE GOLD";"eSF";"20";"528";"78";"88";"29";"683";"2";"173";"28,90"
"0010138";"SESAU USF SILVIA REGINA DRA ELEONORA M QUEVEDO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000438979";"EQUIPE LUA";"eSF";"39";"449";"37";"47";"22";"589";"14";"205";"27,80"
"0024465";"SESAU USF DONA NETA GUANANDI ENG ARTHUR HOKAMA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439827";"EQUIPE AGUIA";"eSF";"44";"1113";"93";"131";"48";"1451";"6";"580";"23,30"
"0024430";"SESAU USF UNIVERSITARIO DR GERMANO BARROS DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439703";"EQUIPE YPE";"eSF";"31";"890";"99";"122";"83";"1195";"0";"454";"27,10"
"0028851";"SESAU USF COOPHAVILA II ALFREDO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440019";"EQUIPE DOURADA";"eSF";"55";"507";"79";"89";"31";"693";"1";"208";"30,20"
"3285294";"SESAU USF JARDIM LOS ANGELES SEBASTIAO LUIZ NOGUEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440256";"EQUIPE AZUL";"eSF";"24";"527";"75";"86";"34";"681";"1";"138";"28,70"
"0010197";"SESAU USF SERRADINHO DR SUMIE IKEDA RODRIGUES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439150";"EQUIPE MORENA";"eSF";"67";"615";"80";"100";"34";"776";"19";"193";"29,50"
"3051374";"SESAU USF JARDIM AZALEIA DRA ALDA GUEDES GARCIA OLIVEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440140";"EQUIPE 129";"eSF";"8";"717";"66";"93";"10";"955";"1";"359";"21,90"
"3499642";"SESAU USF JARDIM PRESIDENTE DR NASRI SIUFI";"CENTRO DE SAUDE/UNIDADE BASICA";"0002282070";"EQUIPE ALFA";"eSF";"155";"819";"119";"133";"76";"1082";"37";"332";"34,90"
"0010413";"SESAU USF JARDIM MACAUBAS DR SONI LYDIA SOUZA WOLF";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644718";"EQUIPE VIOLETA";"eSF";"26";"659";"118";"143";"27";"901";"6";"220";"27,00"
"0010251";"SESAU USF CAICARA DR ALBERTO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439274";"EQUIPE DIAMANTE";"eSF";"7";"675";"70";"89";"4";"934";"1";"375";"24,00"
"0010154";"SESAU USF CARLOTA DR ASTROGILDO CARMONA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439037";"EQUIPE CACTOS";"eSF";"8";"1104";"72";"117";"17";"1418";"2";"529";"19,10"
"0010308";"SESAU USF JOCKEY CLUB DR JORGE DAVID NASSER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439398";"EQUIPE TUCUNARE";"eSF";"71";"1423";"127";"162";"142";"1891";"5";"592";"27,00"
"0010138";"SESAU USF SILVIA REGINA DRA ELEONORA M QUEVEDO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000438987";"EQUIPE SOL";"eSF";"17";"399";"31";"39";"7";"519";"3";"180";"25,40"
"7568835";"SESAU USF VILA FERNANDA MARIA IVONE DE O NASCIMENTO ARAKAKI";"CENTRO DE SAUDE/UNIDADE BASICA";"0001550799";"EQUIPE ROXA";"eSF";"16";"773";"110";"128";"58";"1025";"1";"223";"28,00"
"0024430";"SESAU USF UNIVERSITARIO DR GERMANO BARROS DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439711";"EQUIPE AGUIA";"eSF";"17";"1050";"118";"151";"69";"1370";"5";"449";"25,40"
"0024465";"SESAU USF DONA NETA GUANANDI ENG ARTHUR HOKAMA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001558056";"EQUIPE FENIX";"eSF";"8";"742";"55";"69";"26";"1003";"3";"401";"25,00"
"0024465";"SESAU USF DONA NETA GUANANDI ENG ARTHUR HOKAMA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439819";"EQUIPE GAVIAO";"eSF";"69";"1005";"69";"105";"72";"1319";"13";"487";"23,20"
"0010308";"SESAU USF JOCKEY CLUB DR JORGE DAVID NASSER";"CENTRO DE SAUDE/UNIDADE BASICA";"0001707930";"EQUIPE CASTOLDI";"eSF";"21";"1318";"115";"152";"168";"1724";"1";"618";"25,90"
"5506158";"SESAU CF DR MAURO R BARROS WANDERLEY IRACY COELHO NETTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001482793";"EQUIPE IPE AMARELO";"eSF";"70";"679";"94";"113";"31";"919";"1";"231";"28,20"
"0028851";"SESAU USF COOPHAVILA II ALFREDO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440000";"EQUIPE PRAIA";"eSF";"23";"491";"70";"85";"26";"681";"18";"226";"28,30"
"5672341";"SESAU USF ESTRELA DALVA DR JOAO MIGUEL BASMAGE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440485";"EQUIPE VERMELHA";"eSF";"91";"890";"101";"141";"17";"1208";"6";"342";"24,30"
"3051358";"SESAU USF MARIO COVAS DR WAGNER JORGE BORTOTTO GARCIA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440124";"EQUIPE ROXA";"eSF";"14";"405";"49";"59";"10";"560";"6";"171";"26,80"
"9898271";"SESAU USF DOM ANTONIO BARBOSA DR EVANDRO M DE ARRUDA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001717766";"EQUIPE VIOLETA";"eSF";"10";"350";"58";"71";"31";"508";"1";"143";"27,00"
"5672341";"SESAU USF ESTRELA DALVA DR JOAO MIGUEL BASMAGE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440493";"EQUIPE AZUL";"eSF";"42";"868";"125";"155";"14";"1138";"4";"318";"25,90"
"0028835";"SESAU USF PARQUE DO SOL DR BENJAMIM ASATO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439940";"EQUIPE ARARA AZUL";"eSF";"37";"590";"97";"114";"41";"793";"2";"252";"28,60"
"0010251";"SESAU USF CAICARA DR ALBERTO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439266";"EQUIPE OURO";"eSF";"6";"637";"46";"54";"6";"841";"1";"322";"26,10"
"7108052";"SESAU USF JARDIM ANTARTICA DR NELSON ASSEF BUAINAIN";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440809";"EQUIPE VERMELHA";"eSF";"15";"379";"38";"49";"10";"512";"13";"157";"26,40"
"0010154";"SESAU USF CARLOTA DR ASTROGILDO CARMONA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439029";"EQUIPE YPE AMARELO";"eSF";"24";"1508";"98";"135";"26";"1952";"3";"597";"22,60"
"0024457";"SESAU USF TIRADENTES DR ANTONIO PEREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001707922";"EQUIPE TRES BARRAS";"eSF";"37";"915";"61";"97";"27";"1144";"11";"381";"21,00"
"0021792";"SESAU USF ANHANDUI DR BENTO DE ASSIS MACHADO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439606";"EQUIPE FENIX";"eSF";"24";"617";"69";"106";"7";"851";"6";"324";"20,90"
"0010170";"SESAU USF VILA POPULAR DR VESPASIANO BARBOSA MARTINS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001558021";"EQUIPE PEGASO";"eSF";"45";"785";"106";"121";"18";"1049";"8";"323";"28,40"
"0028835";"SESAU USF PARQUE DO SOL DR BENJAMIM ASATO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439967";"EQUIPE LAJEADO";"eSF";"40";"619";"97";"113";"54";"866";"12";"209";"30,10"
"3051374";"SESAU USF JARDIM AZALEIA DRA ALDA GUEDES GARCIA OLIVEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440159";"EQUIPE 130";"eSF";"8";"547";"59";"70";"42";"727";"3";"239";"27,60"
"3598209";"SESAU USF AERO ITALIA HERBERTO CALADO REBELO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440396";"EQUIPE ARARA AZUL";"eSF";"35";"396";"58";"70";"10";"532";"2";"144";"27,60"
"0010278";"SESAU USF MARIA APARECIDA PEDROSSIAN";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439290";"EQUIPE SAO JOSE";"eSF";"5";"344";"26";"35";"1";"490";"11";"198";"23,80"
"2752530";"SESAU CF DRA MARCIA DE SA EARP NOVA LIMA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440035";"EQUIPE AR";"eSF";"26";"640";"75";"96";"58";"857";"14";"225";"27,40"
"3005690";"SESAU USF JARDIM NOROESTE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440043";"EQUIPE ARARA AZUL";"eSF";"38";"901";"175";"200";"49";"1253";"0";"284";"28,30"
"0010146";"SESAU USF MATA DO JACINTO DR ADEMAR GUEDES DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644939";"EQUIPE VERDE";"eSF";"4";"741";"55";"75";"11";"1018";"3";"430";"22,50"
"0010200";"SESAU USF JARDIM BONANCA DR HIROSE ADANIA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439177";"EQUIPE LEOPARDO";"eSF";"8";"669";"55";"73";"14";"892";"2";"352";"23,40"
"3285294";"SESAU USF JARDIM LOS ANGELES SEBASTIAO LUIZ NOGUEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440280";"EQUIPE VERMELHA";"eSF";"39";"747";"122";"144";"60";"973";"1";"225";"28,30"
"0010162";"SESAU USF BURITI DR IVAN HIDELBRAND DA COSTA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439053";"EQUIPE CEREJEIRA";"eSF";"15";"640";"67";"83";"8";"866";"7";"251";"25,60"
"0024481";"SESAU USF NOVA BAHIA CONSELHEIRO DE SAUDE EDNEY A DE CAMPOS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439851";"EQUIPE AMARELA";"eSF";"25";"721";"60";"81";"16";"955";"1";"357";"23,50"
"0024341";"SESAU USF JARDIM ITAMARACA EDSON QUINTINO MENDES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439614";"EQUIPE FLORA DO CERRADO";"eSF";"25";"597";"81";"100";"39";"796";"6";"213";"27,20"
"0028835";"SESAU USF PARQUE DO SOL DR BENJAMIM ASATO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439975";"EQUIPE FENIX";"eSF";"27";"517";"82";"87";"63";"708";"12";"192";"33,30"
"0028835";"SESAU USF PARQUE DO SOL DR BENJAMIM ASATO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439959";"EQUIPE AGUIA";"eSF";"37";"453";"46";"56";"37";"592";"2";"102";"28,50"
"0024473";"SESAU USF CORONEL ANTONINO DR ARTHUR VASCONCELOS DIAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439835";"EQUIPE PANTANAL";"eSF";"41";"608";"46";"59";"12";"778";"5";"282";"25,60"
"9439919";"SESAU USF VILA COX";"CENTRO DE SAUDE/UNIDADE BASICA";"0001667874";"EQUIPE AZUL";"eSF";"15";"568";"97";"112";"32";"766";"4";"187";"28,20"
"3285294";"SESAU USF JARDIM LOS ANGELES SEBASTIAO LUIZ NOGUEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001707914";"EQUIPE LILAS";"eSF";"2";"56";"3";"4";"4";"71";"0";"18";"24,90"
"7108001";"SESAU USF JARDIM BOTAFOGO DR ELIZABETH WANDERLE TOBARU";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440701";"EQUIPE AREA VERMELHA";"eSF";"18";"549";"59";"72";"18";"740";"1";"266";"26,10"
"2752530";"SESAU CF DRA MARCIA DE SA EARP NOVA LIMA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440027";"EQUIPE AGUA";"eSF";"122";"664";"90";"110";"44";"902";"23";"242";"31,60"
"3285294";"SESAU USF JARDIM LOS ANGELES SEBASTIAO LUIZ NOGUEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440264";"EQUIPE AMARELA";"eSF";"25";"1134";"187";"231";"56";"1491";"4";"313";"26,10"
"9022007";"SESAU USF ANA MARIA DO COUTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440388";"EQUIPE FORCA E GRACA";"eSF";"95";"539";"65";"86";"32";"727";"5";"225";"27,90"
"0010251";"SESAU USF CAICARA DR ALBERTO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439282";"EQUIPE FENIX";"eSF";"2";"727";"64";"86";"10";"958";"0";"374";"22,70"
"2874474";"SESAU USF SANTA EMILIA JEFERSON RODRIGUES DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439045";"EQUIPE LOBO GUARA";"eSF";"57";"740";"111";"138";"34";"995";"13";"286";"27,50"
"0010197";"SESAU USF SERRADINHO DR SUMIE IKEDA RODRIGUES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439169";"0125 - EQUIPE ANDORINHA";"eSF";"71";"987";"100";"133";"36";"1283";"30";"434";"26,20"
"9439919";"SESAU USF VILA COX";"CENTRO DE SAUDE/UNIDADE BASICA";"0001667866";"EQUIPE AMARELA";"eSF";"22";"452";"55";"75";"25";"596";"3";"180";"24,60"
"0010146";"SESAU USF MATA DO JACINTO DR ADEMAR GUEDES DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000438995";"EQUIPE VERMELHA";"eSF";"9";"787";"66";"88";"23";"1031";"7";"339";"23,80"
"7096895";"SESAU USF JARDIM BATISTAO DR HELIO MARTINS COELHO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001707906";"EQUIPE ARARA AZUL";"eSF";"26";"453";"59";"74";"28";"632";"3";"169";"26,70"
"0024473";"SESAU USF CORONEL ANTONINO DR ARTHUR VASCONCELOS DIAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439843";"EQUIPE ELITE";"eSF";"67";"749";"74";"91";"20";"1020";"3";"418";"26,90"
"7568835";"SESAU USF VILA FERNANDA MARIA IVONE DE O NASCIMENTO ARAKAKI";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644483";"EQUIPE VERDE";"eSF";"41";"726";"129";"158";"60";"1023";"8";"217";"28,10"
"0028827";"SESAU CF MARIA DE LOURDES DOS SANTOS PORTAL CAIOBA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439908";"EQUIPE ROSA";"eSF";"252";"840";"107";"138";"74";"1105";"29";"287";"33,30"
"3598209";"SESAU USF AERO ITALIA HERBERTO CALADO REBELO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001717391";"EQUIPE HORTO FLORESTAL";"eSF";"26";"541";"57";"67";"8";"718";"3";"268";"27,00"
"0028851";"SESAU USF COOPHAVILA II ALFREDO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0001706535";"EQUIPE ARARA AZUL";"eSF";"28";"430";"39";"54";"25";"620";"5";"221";"24,70"
"3198278";"SESAU USF PAULO COELHO MACHADO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440213";"EQUIPE OURO";"eSF";"22";"708";"101";"117";"53";"966";"4";"236";"28,40"
"7108001";"SESAU USF JARDIM BOTAFOGO DR ELIZABETH WANDERLE TOBARU";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440698";"EQUIPE AREA LILAS";"eSF";"57";"681";"100";"110";"26";"901";"5";"264";"30,30"
"3334406";"SESAU USF NOVA ESPERANCA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440337";"EQUIPE PIRATININGA";"eSF";"25";"961";"122";"147";"80";"1280";"0";"451";"27,30"
"6731198";"SESAU USF JOSE TAVARES DO COUTO DR FERNANDO DE ARRUDA TORRES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440574";"EQUIPE SOL";"eSF";"29";"824";"110";"140";"72";"1105";"22";"315";"27,70"
"6731198";"SESAU USF JOSE TAVARES DO COUTO DR FERNANDO DE ARRUDA TORRES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440582";"EQUIPE LUZ";"eSF";"11";"670";"90";"107";"47";"890";"9";"255";"27,80"
"9439919";"SESAU USF VILA COX";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439231";"EQUIPE ROSA";"eSF";"18";"622";"75";"92";"37";"847";"6";"269";"26,80"
"0021679";"SESAU USF TRES BARRAS DRA MARIA JOSE DE PAULI";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439592";"EQUIPE ACACIA";"eSF";"20";"181";"29";"34";"10";"237";"4";"66";"30,30"
"9230246";"SESAU USF SIRIO LIBANES DR SYRZIL WILSON MAKSOUD";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439355";"EQUIPE FLORA";"eSF";"61";"798";"84";"112";"32";"1032";"26";"305";"26,60"
"0010189";"SESAU USF LAR DO TRABALHADOR DR NICOLAU FRAGELLI";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439118";"EQUIPE AMARELA";"eSF";"9";"976";"65";"100";"8";"1293";"14";"503";"20,50"
"0010340";"SESAU USF ALVES PEREIRA DR WALFRIDO AZAMBUJA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439479";"EQUIPE VERDE";"eSF";"28";"413";"43";"55";"29";"559";"20";"181";"28,70"
"3311260";"SESAU USF SAO CONRADO PASTOR ELISEU FEITOSA DE ALENCAR";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440329";"EQUIPE VERDE";"eSF";"55";"485";"59";"67";"33";"631";"7";"191";"31,00"
"6585612";"SESAU USF VIDA NOVA III AQUINO DIAS BEZERRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440566";"EQUIPE TARSILA";"eSF";"23";"889";"160";"196";"66";"1251";"14";"275";"27,60"
"0024422";"SESAU USF SANTA CARMELIA DR ALBINO COIMBRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001614843";"EQUIPE APORE";"eSF";"4";"590";"48";"63";"30";"788";"9";"320";"24,70"
"3080021";"SESAU USF JARDIM TARUMA DR EMILIO GARBELOTI NETO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440205";"EQUIPE AMARELO";"eSF";"20";"556";"68";"84";"11";"722";"3";"267";"25,70"
"0024473";"SESAU USF CORONEL ANTONINO DR ARTHUR VASCONCELOS DIAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001675931";"EQUIPE AGUIA";"eSF";"76";"927";"92";"112";"18";"1198";"3";"452";"26,80"
"0028789";"SESAU USF MORENINHA III DR JUDSON TADEU RIBAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001705792";"EQUIPE IPE";"eSF";"52";"494";"67";"93";"34";"715";"4";"233";"25,40"
"5506158";"SESAU CF DR MAURO R BARROS WANDERLEY IRACY COELHO NETTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440442";"EQUIPE IPE AZUL";"eSF";"42";"933";"99";"123";"170";"1227";"7";"390";"29,60"
"5672341";"SESAU USF ESTRELA DALVA DR JOAO MIGUEL BASMAGE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440450";"EQUIPE ROSA";"eSF";"46";"760";"88";"107";"31";"1063";"4";"287";"27,10"
"0021792";"SESAU USF ANHANDUI DR BENTO DE ASSIS MACHADO";"CENTRO DE SAUDE/UNIDADE BASICA";"0002163845";"EQUIPE AGUIA";"eSF";"1";"92";"8";"9";"1";"132";"0";"46";"27,10"
"0010332";"SESAU USF SAO FRANCISCO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439460";"EQUIPE AGUIA";"eSF";"11";"482";"70";"82";"35";"636";"0";"154";"27,80"
"9983406";"SESAU USF ARNALDO ESTEVAO DE FIGUEIREDO DR EDGAR PEDRO R S";"CENTRO DE SAUDE/UNIDADE BASICA";"0001698168";"EQUIPE SONIA REGINA";"eSF";"2";"383";"21";"32";"10";"517";"0";"226";"20,40"
"0010235";"SESAU USF VILA NASSER DR MILTON KOJO CHINEN";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439223";"EQUIPE ROSA";"eSF";"53";"586";"68";"90";"8";"782";"22";"257";"26,50"
"0010294";"SESAU USF JOSE ABRAO DR ELIAS NASSER NETO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439347";"EQUIPE JOSE ABRAO";"eSF";"24";"510";"48";"55";"35";"698";"3";"249";"28,80"
"0028827";"SESAU CF MARIA DE LOURDES DOS SANTOS PORTAL CAIOBA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439924";"EQUIPE AZUL";"eSF";"114";"775";"116";"152";"87";"1062";"15";"260";"29,50"
"9022007";"SESAU USF ANA MARIA DO COUTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001482602";"EQUIPE GARRA";"eSF";"99";"916";"51";"72";"40";"1143";"5";"459";"24,70"
"3005690";"SESAU USF JARDIM NOROESTE";"CENTRO DE SAUDE/UNIDADE BASICA";"0002296926";"EQUIPE AGUIA DOURADA";"eSF";"22";"933";"139";"169";"46";"1287";"6";"301";"26,70"
"5672341";"SESAU USF ESTRELA DALVA DR JOAO MIGUEL BASMAGE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440477";"EQUIPE VERDE";"eSF";"29";"759";"54";"70";"15";"973";"2";"379";"24,50"
"3051358";"SESAU USF MARIO COVAS DR WAGNER JORGE BORTOTTO GARCIA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440116";"EQUIPE AZUL";"eSF";"8";"579";"104";"134";"20";"770";"6";"193";"25,00"
"3361837";"SESAU USF SAO BENEDITO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440353";"EQUIPE SAO BENEDITO";"eSF";"10";"636";"50";"64";"43";"827";"50";"256";"29,20"
"3499642";"SESAU USF JARDIM PRESIDENTE DR NASRI SIUFI";"CENTRO DE SAUDE/UNIDADE BASICA";"0002282089";"EQUIPE FORTES E GUERREIROS";"eSF";"77";"1000";"134";"160";"72";"1332";"15";"329";"29,10"
"3598209";"SESAU USF AERO ITALIA HERBERTO CALADO REBELO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440361";"EQUIPE IPE ROXO";"eSF";"47";"438";"61";"70";"8";"604";"0";"179";"28,60"
"0010340";"SESAU USF ALVES PEREIRA DR WALFRIDO AZAMBUJA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439495";"EQUIPE LARANJA";"eSF";"37";"378";"43";"55";"26";"522";"20";"151";"29,60"
"0010154";"SESAU USF CARLOTA DR ASTROGILDO CARMONA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439010";"EQUIPE FENIX";"eSF";"11";"1323";"100";"158";"21";"1704";"2";"491";"19,70"
"0010138";"SESAU USF SILVIA REGINA DRA ELEONORA M QUEVEDO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000438960";"EQUIPE ESTRELA";"eSF";"39";"426";"45";"56";"18";"565";"18";"230";"28,50"
"0010235";"SESAU USF VILA NASSER DR MILTON KOJO CHINEN";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439258";"EQUIPE VERDE";"eSF";"10";"559";"41";"60";"24";"720";"3";"166";"22,30"
"0010197";"SESAU USF SERRADINHO DR SUMIE IKEDA RODRIGUES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439134";"EQUIPE JOAO DE BARRO";"eSF";"68";"693";"96";"106";"78";"928";"30";"223";"34,40"
"0010235";"SESAU USF VILA NASSER DR MILTON KOJO CHINEN";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644335";"EQUIPE AMARELO";"eSF";"17";"552";"59";"74";"28";"761";"15";"233";"26,90"
"7108001";"SESAU USF JARDIM BOTAFOGO DR ELIZABETH WANDERLE TOBARU";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644696";"EQUIPE AREA VERDE";"eSF";"13";"371";"52";"60";"11";"496";"9";"142";"28,70"
"0024473";"SESAU USF CORONEL ANTONINO DR ARTHUR VASCONCELOS DIAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001675958";"EQUIPE FENIX";"eSF";"71";"958";"90";"124";"16";"1217";"2";"444";"23,80"
